,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2012,80373750.0,44698250.0,,-13249750.0,,
September 2012,80373750.0,44698250.0,,-13249750.0,,
December 2012,80373750.0,44698250.0,,-13249750.0,,
March 2013,80373750.0,44698250.0,,-13249750.0,,
June 2013,92717000.0,48764500.0,,1561000.0,,
September 2013,92717000.0,48764500.0,,5892000.0,,
December 2013,92131000.0,50378000.0,,6235000.0,,
March 2014,100021000.0,49362000.0,,-1046000.0,0.0,0.0
June 2014,96149000.0,44586000.0,62471500.0,0.0,0.0,0.0
September 2014,92195000.0,48567000.0,62471500.0,63311000.0,0.0,0.0
December 2014,87067000.0,48865000.0,62471500.0,87863000.0,1165615000.0,755257000.0
March 2015,291431000.0,115476000.0,62471500.0,6482000.0,6892379000.0,1500105000.0
June 2015,280852000.0,117210000.0,140361000.0,2036000.0,6909870000.0,1579986000.0
September 2015,266809000.0,118293000.0,140361000.0,4448000.0,6532097000.0,1275982000.0
December 2015,244201000.0,105992000.0,126294000.0,-11127000.0,7011110000.0,1843717000.0
March 2016,245723000.0,107268000.0,127083000.0,-24202000.0,6596819000.0,1509210000.0
June 2016,270734000.0,117137000.0,143595000.0,-5675000.0,6687987000.0,1485420000.0
September 2016,271406000.0,126078000.0,138583000.0,11847000.0,6751622000.0,1582536000.0
December 2016,249261000.0,111951000.0,130672000.0,-78638000.0,6624911000.0,1487917000.0
March 2017,256052000.0,115670000.0,132738000.0,55908000.0,6522323000.0,1461605000.0
June 2017,264206000.0,116499000.0,139431000.0,-30624000.0,6442696000.0,1467216000.0
September 2017,271458000.0,111398000.0,138867000.0,35919000.0,6478080000.0,1608208000.0
December 2017,256607000.0,106411000.0,126555000.0,-33082000.0,6526647000.0,1814166000.0
March 2018,284413000.0,110795000.0,122898000.0,-12501000.0,6381519000.0,1843805000.0
June 2018,255948000.0,110903000.0,135930000.0,-29993000.0,5782332000.0,1367706000.0
September 2018,263037000.0,116748000.0,139507000.0,32084000.0,5947061000.0,1619770000.0
December 2018,257206000.0,109985000.0,125604000.0,69517000.0,5806291000.0,1615536000.0
March 2019,202526000.0,112846000.0,75033000.0,61517000.0,5808024000.0,1684841000.0
June 2019,239063000.0,118920000.0,88979000.0,39541000.0,5926381000.0,1556833000.0
September 2019,210815000.0,115614000.0,88274000.0,83038000.0,5848571000.0,1551814000.0
December 2019,215042000.0,122851000.0,81205000.0,161356000.0,6519503000.0,2067672000.0
March 2020,233627000.0,127029000.0,85111000.0,50390000.0,6560682000.0,1690502000.0
June 2020,233077000.0,130071000.0,86604000.0,96922000.0,6882686000.0,2079329000.0
September 2020,269906000.0,156342000.0,109372000.0,136917000.0,7824422000.0,3062726000.0
December 2020,238549000.0,136697000.0,93139000.0,201035000.0,7041378000.0,2322257000.0
March 2021,235407000.0,147285000.0,78123000.0,298737000.0,7221470000.0,2483804000.0
June 2021,249081000.0,152079000.0,90299000.0,285626000.0,7271859000.0,2374085000.0
September 2021,259193000.0,158377000.0,93489000.0,319189000.0,7576456000.0,2541267000.0
December 2021,252083000.0,154435000.0,82003000.0,216263000.0,7626585000.0,2445851000.0
March 2022,299742000.0,158745000.0,83927000.0,212275000.0,7509072000.0,2449865000.0
June 2022,273391000.0,168568000.0,101815000.0,68884000.0,7330521000.0,2372489000.0
