,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,,,0.0,,
June 2010,,,0.0,,
September 2010,,,0.0,,
December 2010,29763000.0,8095000.0,-6635000.0,,
March 2011,204234000.0,15546500.0,-18651000.0,,
June 2011,204234000.0,15546500.0,-18651000.0,,
September 2011,219710000.0,12406000.0,-236000.0,,
December 2011,221089000.0,12631000.0,5403000.0,1204791000.0,178569000.0
March 2012,201762500.0,11364000.0,132500.0,,
June 2012,201762500.0,11364000.0,132500.0,,
September 2012,159785000.0,11946000.0,-6046000.0,1244282000.0,180526000.0
December 2012,187188000.0,9070000.0,3408000.0,1269637000.0,155155000.0
