,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,6243528.0,1218875.0,430047.0,,,
June 2010,6476008.0,1135337.0,322777.0,,,
September 2010,6693564.0,1382696.0,792301.0,,,
December 2010,6597642.0,1283112.0,516644.0,,,
March 2011,6944331.0,1467861.0,431439.0,,,
June 2011,6677728.0,1187406.0,1045839.0,,,
September 2011,6825652.0,1261632.0,799987.0,,,
December 2011,614289.0,406101.0,854426.0,,,
March 2012,6483690.0,1203495.0,836816.0,,,
June 2012,4993000.0,885000.0,986773.0,,,
September 2012,6744808.0,1126319.0,1307454.0,,,
December 2012,2580502.0,601186.0,7635957.0,,,
March 2013,5827000.0,1113000.0,-449000.0,,,
June 2013,6036000.0,1274000.0,696000.0,,,
September 2013,6180000.0,1230000.0,1108000.0,,,
December 2013,7407000.0,1455000.0,1857000.0,,,
March 2014,6936000.0,1371000.0,1129000.0,,,
June 2014,7425000.0,1479000.0,1435000.0,,,
September 2014,7577000.0,1564000.0,1555000.0,,,
December 2014,7808000.0,1388000.0,543000.0,,,
March 2015,7582000.0,1796000.0,1211000.0,,,
June 2015,8012000.0,1565000.0,1168000.0,,,
September 2015,8293000.0,1839000.0,1319000.0,,,
December 2015,8337000.0,1745000.0,827000.0,,,
March 2016,7926000.0,1444000.0,1019000.0,,,
June 2016,8557000.0,1755000.0,1292000.0,,,
September 2016,7807000.0,1338000.0,1151000.0,,,
December 2016,8918000.0,1777000.0,766000.0,,,
March 2017,8599000.0,1505000.0,512000.0,,,
June 2017,9317000.0,1675000.0,727000.0,,,
September 2017,10162000.0,2033000.0,1419000.0,,,
December 2017,10512000.0,2240000.0,628000.0,,,
March 2018,10845000.0,1692000.0,814000.0,,,
June 2018,11234000.0,2029000.0,1194000.0,,,
September 2018,11546000.0,2123000.0,1417000.0,,,
December 2018,11654000.0,1969000.0,2305000.0,,,
March 2019,11771000.0,2007000.0,1700000.0,,,
June 2019,10814000.0,1785000.0,951000.0,,,
September 2019,11850000.0,2076000.0,456000.0,,,
December 2019,11890000.0,2216000.0,-1348000.0,,,
March 2020,10192000.0,1940000.0,432000.0,,,
June 2020,9583000.0,1493000.0,3000.0,,,
September 2020,9318000.0,1412000.0,12000.0,,,
December 2020,9834000.0,1361000.0,837000.0,,,
March 2021,10153000.0,1717000.0,593000.0,,,
June 2021,9264000.0,1539000.0,7019000.0,,,
September 2021,10089000.0,1948000.0,-425000.0,,,
December 2021,9977000.0,1549000.0,-758000.0,,,
March 2022,9965000.0,1522000.0,425000.0,,,
June 2022,10147000.0,1595000.0,584000.0,,,
