,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2007,22622.0,-7138.25,,
March 2008,22622.0,-7138.25,,
June 2008,22622.0,-7138.25,,
September 2008,22622.0,-7138.25,,
December 2008,22622.0,-12711.75,,
March 2009,22622.0,-12711.75,,
June 2009,22622.0,-12711.75,,
September 2009,22622.0,-12711.75,,
December 2009,9271.5,-9742.5,,
March 2010,9271.5,-9742.5,,
June 2010,7972.0,-5978.0,,
September 2010,-16194.0,9287.0,122186.0,119477.0
December 2010,0.0,-40654.0,,
March 2011,37515.0,-32530.0,,
June 2011,18747.0,-21087.0,54285.0,52130.0
September 2011,31981.0,-13558.0,26296.0,24326.0
December 2011,63259.0,-50362.0,24157.0,22372.0
March 2012,51413.0,23027.0,144195.0,142595.0
June 2012,42169.0,126239.0,924633.0,923217.0
September 2012,109920.0,-91401.0,234291.0,233060.0
