,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 1997,1357175.2692307692,889494.6730769231,425469.35714285716,-1314003.0,,,
June 1997,1357175.2692307692,889494.6730769231,425469.35714285716,-1314003.0,,,
September 1997,1357175.2692307692,889494.6730769231,425469.35714285716,-1314003.0,,,
December 1997,1357175.2692307692,889494.6730769231,425469.35714285716,-1314003.0,,,
March 1998,1357175.2692307692,889494.6730769231,425469.35714285716,-466837.0,,,
June 1998,1357175.2692307692,889494.6730769231,425469.35714285716,-466837.0,,,
September 1998,1357175.2692307692,889494.6730769231,425469.35714285716,-466837.0,,,
December 1998,1357175.2692307692,889494.6730769231,425469.35714285716,-466837.0,,,
March 1999,1357175.2692307692,889494.6730769231,425469.35714285716,-766597.0,,,
June 1999,1357175.2692307692,889494.6730769231,425469.35714285716,-766597.0,,,
September 1999,1357175.2692307692,889494.6730769231,425469.35714285716,-766597.0,,,
December 1999,1357175.2692307692,889494.6730769231,425469.35714285716,-766597.0,,,
March 2000,1357175.2692307692,889494.6730769231,425469.35714285716,-2688467.75,,,
June 2000,1357175.2692307692,889494.6730769231,425469.35714285716,-2688467.75,,,
September 2000,1357175.2692307692,889494.6730769231,425469.35714285716,-2688467.75,,,
December 2000,1357175.2692307692,889494.6730769231,425469.35714285716,-2688467.75,,,
March 2001,1357175.2692307692,889494.6730769231,425469.35714285716,-3848154.5,,,
June 2001,1357175.2692307692,889494.6730769231,425469.35714285716,-3848154.5,,,
September 2001,1357175.2692307692,889494.6730769231,425469.35714285716,-3848154.5,,,
December 2001,1357175.2692307692,889494.6730769231,425469.35714285716,-3848154.5,,,
March 2002,1357175.2692307692,889494.6730769231,425469.35714285716,-2967917.0,,,
June 2002,1357175.2692307692,889494.6730769231,425469.35714285716,-2967917.0,,,
September 2002,1357175.2692307692,889494.6730769231,425469.35714285716,-2967917.0,,,
December 2002,1357175.2692307692,889494.6730769231,425469.35714285716,-2967917.0,,,
March 2003,1357175.2692307692,889494.6730769231,425469.35714285716,-1502320.75,,,
June 2003,1357175.2692307692,889494.6730769231,425469.35714285716,-1502320.75,,,
September 2003,1357175.2692307692,889494.6730769231,425469.35714285716,-1502320.75,,,
December 2003,1357175.2692307692,889494.6730769231,425469.35714285716,-1502320.75,,,
March 2004,1357175.2692307692,889494.6730769231,425469.35714285716,-274170.75,,,
June 2004,1357175.2692307692,889494.6730769231,425469.35714285716,-274170.75,,,
September 2004,1357175.2692307692,889494.6730769231,425469.35714285716,-274170.75,,,
December 2004,1357175.2692307692,889494.6730769231,425469.35714285716,-274170.75,,,
March 2005,1357175.2692307692,889494.6730769231,425469.35714285716,-916399.0,,,
June 2005,1357175.2692307692,889494.6730769231,425469.35714285716,-916399.0,,,
September 2005,1357175.2692307692,889494.6730769231,425469.35714285716,-916399.0,,,
December 2005,1357175.2692307692,889494.6730769231,425469.35714285716,-916399.0,,,
March 2006,1357175.2692307692,889494.6730769231,425469.35714285716,-1917895.0,,,
June 2006,1357175.2692307692,889494.6730769231,425469.35714285716,-1917895.0,,,
September 2006,1357175.2692307692,889494.6730769231,425469.35714285716,-1917895.0,,,
December 2006,1357175.2692307692,889494.6730769231,425469.35714285716,-1917895.0,,,
March 2007,1357175.2692307692,889494.6730769231,425469.35714285716,-837688.5,,,
June 2007,1357175.2692307692,889494.6730769231,425469.35714285716,-837688.5,,,
September 2007,1357175.2692307692,889494.6730769231,425469.35714285716,-837688.5,,,
December 2007,1357175.2692307692,889494.6730769231,425469.35714285716,-837688.5,,,
March 2008,1357175.2692307692,889494.6730769231,425469.35714285716,-754472.5,,,
June 2008,1357175.2692307692,889494.6730769231,425469.35714285716,-754472.5,,,
September 2008,1357175.2692307692,889494.6730769231,425469.35714285716,-754472.5,,,
December 2008,1357175.2692307692,889494.6730769231,425469.35714285716,-754472.5,,,
March 2009,1357175.2692307692,889494.6730769231,425469.35714285716,-684178.75,,,
June 2009,1357175.2692307692,889494.6730769231,425469.35714285716,-684178.75,,,
September 2009,1357175.2692307692,889494.6730769231,425469.35714285716,-684178.75,,,
December 2009,1357175.2692307692,889494.6730769231,425469.35714285716,-684178.75,,,
March 2010,967777.0,681215.0,425469.35714285716,-969051.0,,,
June 2010,674377.0,352888.0,425469.35714285716,-676278.0,,,
September 2010,780657.0,526043.0,425469.35714285716,-788436.0,,,
December 2010,401208.0,197224.0,425469.35714285716,-475100.0,1811926.0,1400205.0,411721.0
March 2011,1128491.0,759157.0,270092.0,-1214584.0,,,
June 2011,1114159.0,854827.0,191802.0,-1341182.0,3862477.0,3452138.0,410339.0
September 2011,1225685.0,779589.0,352393.0,-1728927.0,2934435.0,2516002.0,418433.0
December 2011,992750.0,494672.0,415902.0,-1196955.0,2122542.0,1697481.0,425061.0
March 2012,1063612.0,632854.0,269466.0,-1426596.0,2784103.0,2358470.0,425633.0
June 2012,1032465.0,665750.0,293180.0,-1047310.0,2896227.0,2466559.0,429668.0
September 2012,1064676.0,554266.0,359625.0,-651980.0,3268240.0,2855223.0,413017.0
December 2012,1353719.0,679619.0,432467.0,-537620.0,3339408.0,2939588.0,399820.0
March 2013,1540049.0,704141.0,613162.0,-1628942.0,2526704.0,2129401.0,397303.0
June 2013,1498770.0,708159.0,600818.0,-1414989.0,2981011.0,2586900.0,394111.0
September 2013,1139912.0,294198.0,687788.0,-964789.0,4039006.0,3644064.0,394942.0
December 2013,1045602.0,32440.0,674983.0,-669075.0,4045735.0,3486967.0,558768.0
March 2014,1553829.0,236774.0,1006747.0,-975083.0,12393022.0,11827934.0,565088.0
June 2014,1741617.0,346993.0,1154872.0,-1853602.0,11257021.0,10622443.0,634578.0
September 2014,2372807.0,880292.0,1240497.0,-1498350.0,9626604.0,8954460.0,672144.0
December 2014,3599476.0,967700.0,2151051.0,-4994637.0,8468625.0,7607006.0,861619.0
March 2015,2681713.0,951028.0,1963676.0,-4716942.0,15864267.0,14881722.0,982545.0
June 2015,2725967.0,801656.0,1626398.0,1434318.0,14098864.0,13040875.0,
September 2015,2855091.0,866334.0,1700035.0,-2847441.0,12802300.0,11591491.0,
December 2015,3619958.0,1252051.0,1632406.0,-2001673.0,11254366.0,9860328.0,1394038.0
March 2016,3080777.0,856122.0,1970104.0,-1836302.0,9512152.0,8041305.0,1470847.0
June 2016,4036443.0,1092070.0,2625189.0,-3005243.0,12711124.0,11073868.0,
September 2016,3592039.0,1172155.0,2140563.0,-2682715.0,10857898.0,9052998.0,
December 2016,6356984.0,1663144.0,4362108.0,-4414615.0,9693844.0,7828424.0,1865420.0
March 2017,3416513.0,469547.0,2667021.0,-1524873.0,8289223.0,6281062.0,2008161.0
June 2017,4415124.0,458027.0,3484315.0,-1734628.0,22086459.0,19741212.0,2345247.0
September 2017,4456480.0,537949.0,3574984.0,-2054279.0,22218309.0,19386005.0,2832304.0
December 2017,7186875.0,2583913.0,4359743.0,-3147019.0,24103307.0,20739340.0,
March 2018,6458173.0,1780309.0,4261646.0,-2982035.0,28303391.0,24515429.0,
June 2018,8157459.0,1575751.0,6123777.0,-5821202.0,34945803.0,30780281.0,
