,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2018,12661000.0,2225000.0,-8906000.0,,
June 2018,13248000.0,2083000.0,-11226000.0,,
September 2018,12344000.0,1766000.0,-9459000.0,,
December 2018,15752000.0,2697000.0,-12877000.0,97246000.0,81723000.0
March 2019,17313000.0,3273000.0,-12964000.0,95342000.0,78200000.0
June 2019,17131000.0,3167000.0,-12880000.0,84174000.0,66834000.0
September 2019,16451000.0,3280000.0,-12765000.0,120736000.0,103281000.0
December 2019,18580000.0,3656000.0,-12450000.0,111890000.0,93101000.0
March 2020,21930000.0,3362000.0,-13844000.0,104784000.0,85465000.0
June 2020,24380000.0,3895000.0,-8032000.0,208836000.0,187937000.0
September 2020,26724000.0,4745000.0,-12442000.0,201617000.0,179814000.0
December 2020,33026000.0,4954000.0,-17184000.0,215658000.0,162085000.0
March 2021,26869000.0,4910000.0,-10407000.0,191038000.0,140907000.0
June 2021,26008000.0,4577000.0,-17267000.0,173955000.0,124458000.0
September 2021,31706000.0,3979000.0,-13566000.0,170811000.0,121801000.0
December 2021,25770000.0,4944000.0,-18560000.0,160085000.0,109747000.0
March 2022,27825000.0,5549000.0,-22938000.0,180554000.0,125776000.0
June 2022,42203000.0,6310000.0,-42683000.0,135139000.0,99702000.0
