,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,21275000.0,-8925000.0,,
June 2009,21275000.0,-8925000.0,,
September 2009,21275000.0,-8925000.0,,
December 2009,21275000.0,-8925000.0,,
March 2010,20450000.0,3725000.0,,
June 2010,20450000.0,3725000.0,,
September 2010,20450000.0,3725000.0,,
December 2010,20450000.0,3725000.0,744100000.0,477100000.0
March 2011,27000000.0,15300000.0,,
June 2011,27000000.0,15300000.0,,
September 2011,27000000.0,15300000.0,,
December 2011,27000000.0,15300000.0,978600000.0,637900000.0
