,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2004,-47673.545454545456,,,
December 2004,-47673.545454545456,,,
March 2005,-47673.545454545456,,,
June 2005,-47673.545454545456,,,
September 2005,-47673.545454545456,,,
December 2005,-47673.545454545456,,,
March 2006,-47673.545454545456,,,
June 2006,-47673.545454545456,,,
September 2006,-47673.545454545456,,,
December 2006,-47673.545454545456,,,
March 2007,-47673.545454545456,,,
June 2007,-47673.545454545456,,,
September 2007,-47673.545454545456,,,
December 2007,-47673.545454545456,,,
March 2008,-47673.545454545456,,,
June 2008,-47673.545454545456,,,
September 2008,-47673.545454545456,,,
December 2008,-47673.545454545456,,,
March 2009,-47673.545454545456,,,
June 2009,-47673.545454545456,,,
September 2009,-47673.545454545456,,,
December 2009,-47673.545454545456,,,
March 2010,-20685.0,,,
June 2010,-20685.0,,,
September 2010,-20685.0,,,
December 2010,-16364.0,939797.0,934003.0,
March 2011,-23952.0,,,
June 2011,-25235.0,,,
September 2011,126876.0,627902.0,623007.0,
December 2011,-38476.0,5283730.0,4426013.0,853122.0
March 2012,-630274.0,9521160.0,8042494.0,1474370.0
June 2012,-541377.0,,,
September 2012,-631453.0,22228092.0,10097772.0,
December 2012,133821.0,28513378.0,5882530.0,
March 2013,-965280.0,28527030.0,4545033.0,
June 2013,-890393.0,48488639.0,18989034.0,
September 2013,-131493.0,52718455.0,9658505.0,
December 2013,1534957.0,111723418.0,56305036.0,
March 2014,1163689.0,117247797.0,40661186.0,
June 2014,2821738.0,150555825.0,50575075.0,
September 2014,1726469.0,155215349.0,33649763.0,
December 2014,2708604.0,167641460.0,15083298.0,
March 2015,-975624.0,167576345.0,8854881.0,
June 2015,534167.0,251327685.0,13591480.0,
September 2015,-1138268.0,251870333.0,8822127.0,
December 2015,-7473046.0,250866245.0,8714491.0,
March 2016,-15275044.0,237259126.0,7213989.0,
June 2016,-15941500.0,228570644.0,12470305.0,
September 2016,-5944137.0,227333513.0,6156163.0,
December 2016,-477006.0,307597399.0,75220915.0,
March 2017,1279281.0,321151254.0,60578587.0,
June 2017,1910763.0,329932146.0,21412507.0,
September 2017,3073760.0,390113745.0,49715498.0,
December 2017,-4509935.0,414102486.0,29123924.0,
March 2018,5665634.0,484201147.0,61250675.0,
June 2018,4719806.0,503453471.0,26545065.0,
September 2018,5693628.0,533654408.0,17602859.0,
December 2018,-7079308.0,567065659.0,16844257.0,
March 2019,4269260.0,925196640.0,36532779.0,
June 2019,11342597.0,961266874.0,38611148.0,
September 2019,9888356.0,957357416.0,33811326.0,
December 2019,5026692.0,973006148.0,38708541.0,
March 2020,43804118.0,1010998149.0,64792097.0,
June 2020,-135000066.0,847213387.0,39761224.0,
September 2020,-1961603.0,836248997.0,42792629.0,
December 2020,-160254277.0,663456197.0,20799890.0,
March 2021,-19066093.0,670345487.0,24769563.0,
June 2021,-15887159.0,675696822.0,27837284.0,
September 2021,14163934.0,678618843.0,25324345.0,
December 2021,24112210.0,684157329.0,29806963.0,
March 2022,7112043.0,704054538.0,39409380.0,
June 2022,41944422.0,745239346.0,47629293.0,
