,OperatingExpenses,NetIncomeLoss,Assets
September 2007,619.2,-619.2,
December 2007,619.2,-619.2,
March 2008,619.2,-619.2,
June 2008,619.2,-619.2,
September 2008,619.2,-619.2,
December 2008,619.2,-619.2,
March 2009,619.2,-619.2,
June 2009,619.2,-619.2,
September 2009,619.2,-619.2,
December 2009,619.2,-619.2,
March 2010,0.0,0.0,
June 2010,0.0,0.0,
September 2010,0.0,0.0,
December 2010,0.0,0.0,0.0
March 2011,6340.0,-6340.0,
June 2011,6769.0,-6769.0,0.0
September 2011,5677.0,-5677.0,0.0
December 2011,2914.0,-2914.0,0.0
March 2012,5260.0,-5260.0,0.0
June 2012,2525.0,-2525.0,0.0
September 2012,6615.0,-6615.0,0.0
December 2012,3524.0,-3524.0,0.0
