,NetIncomeLoss,Assets,AssetsCurrent
March 2013,,,
June 2013,,,
September 2013,,,
December 2013,,240590000.0,91551000.0
March 2014,2744000.0,,
June 2014,3680000.0,226829000.0,81001000.0
September 2014,3555000.0,233532000.0,89643000.0
December 2014,,189842000.0,77340000.0
March 2015,2659000.0,191790000.0,80817000.0
June 2015,1936000.0,210986000.0,83246000.0
September 2015,-1809000.0,205713000.0,85291000.0
December 2015,,192687000.0,74778000.0
March 2016,-1165750.0,183854000.0,68543000.0
June 2016,-1165750.0,175129000.0,71551000.0
September 2016,-1165750.0,172074000.0,69655000.0
December 2016,-1165750.0,167512000.0,66217000.0
March 2017,-3756000.0,161960000.0,66617000.0
June 2017,630000.0,161890000.0,67393000.0
September 2017,554000.0,164312000.0,70793000.0
December 2017,1759000.0,163203000.0,70667000.0
March 2018,725000.0,161361000.0,67759000.0
June 2018,3407000.0,148519000.0,59231000.0
September 2018,4665000.0,152275000.0,63768000.0
December 2018,2616000.0,152853000.0,65565000.0
March 2019,1600000.0,168406000.0,78031000.0
June 2019,5366000.0,170285000.0,81160000.0
September 2019,4846000.0,171742000.0,83365000.0
December 2019,4202000.0,157342000.0,69212000.0
March 2020,-789000.0,175558000.0,88686000.0
June 2020,-316000.0,149376000.0,64473000.0
September 2020,562000.0,125879000.0,42683000.0
December 2020,-872000.0,119986000.0,38346000.0
March 2021,-2259500.0,101736000.0,20782000.0
June 2021,-2259500.0,107470000.0,28073000.0
September 2021,-3015000.0,99930000.0,25490000.0
December 2021,-3065000.0,96978000.0,25357000.0
