,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,-10022842.5,-1811526.0,5062992.0,,
June 2010,-10022842.5,-1811526.0,5062992.0,,
September 2010,-3580861.0,-1993748.0,12263077.0,,
December 2010,-4186841.0,-1765707.0,6447728.0,159399101.0,110116581.0
March 2011,-3917388.0,-2283897.0,11906122.0,,
June 2011,4982144.0,3043910.0,14380609.0,,
September 2011,5772902.0,3476958.0,15725594.0,339929846.0,264270677.0
December 2011,12123832.0,7403272.0,18506294.0,360594817.0,249732598.0
March 2012,5002097.0,2455039.0,20562408.0,370148481.0,261792326.0
June 2012,7653794.0,4610458.0,22772727.0,425069624.0,283045902.0
September 2012,7783748.0,5471242.0,25272649.0,481641435.0,305749915.0
December 2012,11488997.0,9049335.0,17259963.0,611584309.0,377110311.0
March 2013,8557608.0,5010919.0,14450855.0,707739852.0,477515611.0
June 2013,8678646.0,5775769.0,20800000.0,799811871.0,568524143.0
September 2013,9719204.0,5139610.0,41061566.0,899272186.0,670009325.0
December 2013,10831594.0,5332251.0,57400000.0,1075906628.0,826448918.0
March 2014,12549426.0,8630734.0,22000000.0,1212552285.0,969421431.0
June 2014,18044650.0,13355881.0,19836660.0,1261715606.0,960492324.0
September 2014,10672208.0,5081833.0,43200000.0,1240294669.0,751651289.0
December 2014,9461448.0,2366232.0,35700000.0,1299785022.0,761804558.0
March 2015,11075441.0,5813863.0,254000.0,1485894963.0,843011758.0
June 2015,13689383.0,6659310.0,25478603.0,1505381962.0,836328853.0
September 2015,11951495.0,5831192.0,6034498.0,1564723143.0,905869296.0
December 2015,9619832.0,2756980.0,268000.0,1751982208.0,953536236.0
March 2016,10264377.0,4909567.0,11357350.0,1899833350.0,1017521686.0
June 2016,12884780.0,5906719.0,33300000.0,1939528958.0,1078442211.0
September 2016,16572422.0,7864732.0,20176806.0,1968355299.0,1027781448.0
December 2016,39577233.0,29308647.0,36700000.0,2126500199.0,1272910459.0
March 2017,13423584.0,5851100.0,9900000.0,2119196319.0,893711194.0
June 2017,19096841.0,9546922.0,28100000.0,2297254007.0,1381468005.0
September 2017,21119401.0,9857475.0,14100000.0,2319185627.0,1397268551.0
December 2017,24871067.0,11582764.0,-20500000.0,2544103683.0,1473046499.0
March 2018,14975916.0,5049898.0,19100000.0,2539232651.0,1423805956.0
June 2018,20200114.0,5288636.0,27224078.0,2761354700.0,1392943342.0
September 2018,34201246.0,23342321.0,8964941.0,2649883448.0,1301921776.0
December 2018,38253969.0,26895719.0,13000000.0,2753519231.0,1413931851.0
March 2019,19115391.0,10062186.0,11000000.0,2893793916.0,1549778382.0
June 2019,15563724.0,9551721.0,40111317.0,2834279881.0,1512931901.0
September 2019,26338982.0,19908789.0,17000000.0,2774798983.0,1495498092.0
December 2019,-210995173.0,10807113.0,-65000000.0,2635882248.0,1264862728.0
March 2020,9987829.0,3841792.0,-11000000.0,2668977156.0,1302417152.0
June 2020,9526307.0,5803128.0,17600000.0,2918813079.0,1559142766.0
September 2020,44312410.0,4388573.0,-38100000.0,3012883483.0,1650722618.0
December 2020,-309587537.0,8460952.0,-150200000.0,2923926000.0,1344760833.0
