,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2019,-48827000.0,,,
September 2019,-48827000.0,,,
December 2019,-48827000.0,,,
March 2020,-48827000.0,,,
June 2020,-85167500.0,,,
September 2020,-85167500.0,,,
December 2020,-85167500.0,,,
March 2021,-85167500.0,866714000.0,600460000.0,266254000.0
June 2021,223886000.0,,,
September 2021,151547000.0,,,
December 2021,151547000.0,,,
March 2022,151547000.0,1623814000.0,1270289000.0,353525000.0
June 2022,160626000.0,1911371000.0,1516736000.0,394635000.0
