,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,1425250.0,,
June 2009,,1425250.0,,
September 2009,,1425250.0,,
December 2009,,1425250.0,,
March 2010,86500.0,2707000.0,,
June 2010,86500.0,2536000.0,,
September 2010,86500.0,1458000.0,,
December 2010,86500.0,517000.0,76129000.0,11247000.0
March 2011,85500.0,1182000.0,,
June 2011,85500.0,2401000.0,75580000.0,11785000.0
September 2011,85500.0,1565000.0,75105000.0,10983000.0
December 2011,85500.0,414000.0,74117000.0,9957000.0
March 2012,99750.0,817000.0,74172000.0,11967000.0
June 2012,99750.0,1948000.0,75592000.0,12461000.0
September 2012,99750.0,845000.0,75557000.0,12825000.0
December 2012,99750.0,750000.0,76253000.0,12346000.0
March 2013,97000.0,62000.0,75355000.0,12255000.0
June 2013,97000.0,2096000.0,76047000.0,13679000.0
September 2013,97000.0,737000.0,75190000.0,12361000.0
December 2013,97000.0,1872000.0,75337000.0,12057000.0
March 2014,117000.0,516000.0,74072000.0,12789000.0
June 2014,117000.0,2851000.0,72146000.0,11683000.0
September 2014,117000.0,2023000.0,69801000.0,9909000.0
December 2014,117000.0,-2493000.0,66677000.0,13575000.0
March 2015,167000.0,197000.0,67402000.0,15320000.0
June 2015,167000.0,654000.0,66401000.0,15829000.0
September 2015,167000.0,708000.0,61175000.0,14414000.0
December 2015,167000.0,-5943000.0,57825000.0,17197000.0
March 2016,127500.0,830000.0,57734000.0,17647000.0
June 2016,127500.0,140000.0,56754000.0,18085000.0
September 2016,127500.0,-2459000.0,53329000.0,18538000.0
December 2016,127500.0,-942000.0,50945000.0,16452000.0
March 2017,95500.0,-1246000.0,52527000.0,19033000.0
June 2017,95500.0,-1261000.0,48312000.0,19638000.0
September 2017,95500.0,-1816000.0,46412000.0,20046000.0
December 2017,95500.0,-3800000.0,36907000.0,16784000.0
March 2018,110250.0,998000.0,37023000.0,17566000.0
June 2018,110250.0,1392000.0,36787000.0,17235000.0
September 2018,110250.0,1402000.0,38198000.0,18289000.0
December 2018,110250.0,1070000.0,38356000.0,19202000.0
March 2019,122250.0,82000.0,54672000.0,15224000.0
June 2019,122250.0,1040000.0,65787000.0,19199000.0
September 2019,122250.0,17000.0,68874000.0,14811000.0
December 2019,122250.0,-1788000.0,73081000.0,16273000.0
March 2020,118250.0,13707000.0,144577000.0,20833000.0
June 2020,118250.0,-6252000.0,150389000.0,33591000.0
September 2020,118250.0,328000.0,146406000.0,31719000.0
December 2020,118250.0,-2836000.0,140268000.0,29019000.0
March 2021,30250.0,799000.0,141111000.0,32628000.0
June 2021,30250.0,15786000.0,159002000.0,50486000.0
September 2021,30250.0,4834000.0,187931000.0,41363000.0
December 2021,30250.0,2602000.0,204423000.0,54172000.0
March 2022,,767000.0,203691000.0,47890000.0
June 2022,,4179000.0,234605000.0,33380000.0
