,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2007,12000000.0,279500000.0,41750000.0,,,
March 2008,12000000.0,279500000.0,41750000.0,,,
June 2008,12000000.0,279500000.0,41750000.0,,,
September 2008,12000000.0,279500000.0,41750000.0,,,
December 2008,25000000.0,323000000.0,-36000000.0,,,
March 2009,25000000.0,323000000.0,-36000000.0,,,
June 2009,23000000.0,330000000.0,50000000.0,9165000000.0,2419000000.0,4632000000.0
September 2009,23000000.0,423000000.0,-239000000.0,9610000000.0,2478000000.0,5062000000.0
December 2009,20000000.0,284000000.0,86000000.0,,,
March 2010,20000000.0,293000000.0,22000000.0,,,
June 2010,23000000.0,351000000.0,148000000.0,9145000000.0,2818000000.0,4415000000.0
September 2010,15000000.0,410000000.0,-115000000.0,9530000000.0,2833000000.0,4859000000.0
December 2010,20000000.0,286000000.0,87000000.0,9349000000.0,2705000000.0,4876000000.0
March 2011,22000000.0,292000000.0,353000000.0,9412000000.0,2974000000.0,4670000000.0
June 2011,19000000.0,301000000.0,93000000.0,9482000000.0,3016000000.0,4692000000.0
September 2011,19000000.0,572000000.0,-119000000.0,12966000000.0,3387000000.0,6665000000.0
December 2011,30000000.0,362000000.0,61000000.0,12513000000.0,3063000000.0,6592000000.0
March 2012,31000000.0,381000000.0,88000000.0,12706000000.0,3283000000.0,6601000000.0
June 2012,30000000.0,349000000.0,151000000.0,12598000000.0,3353000000.0,6491000000.0
September 2012,46000000.0,708000000.0,-274000000.0,12524000000.0,3209000000.0,9315000000.0
December 2012,32000000.0,343000000.0,101000000.0,12376000000.0,3077000000.0,9299000000.0
March 2013,30000000.0,228000000.0,53000000.0,12251000000.0,3045000000.0,9206000000.0
June 2013,35000000.0,363000000.0,124000000.0,12159000000.0,2976000000.0,9183000000.0
September 2013,45000000.0,-264000000.0,405000000.0,12051000000.0,2873000000.0,9215000000.0
December 2013,27000000.0,235000000.0,110000000.0,11983000000.0,2776000000.0,9207000000.0
March 2014,36000000.0,370000000.0,-44000000.0,12188000000.0,3142000000.0,9046000000.0
June 2014,23000000.0,286000000.0,99000000.0,12126000000.0,3203000000.0,8923000000.0
September 2014,28000000.0,467000000.0,68000000.0,10920000000.0,3561000000.0,7390000000.0
December 2014,25000000.0,226000000.0,32000000.0,10349000000.0,3241000000.0,7108000000.0
March 2015,25000000.0,203000000.0,224000000.0,9796000000.0,2902000000.0,6894000000.0
June 2015,24000000.0,216000000.0,107000000.0,9955000000.0,3092000000.0,6863000000.0
September 2015,36000000.0,383000000.0,-54000000.0,10054000000.0,3093000000.0,6961000000.0
December 2015,25000000.0,224000000.0,89000000.0,9673000000.0,2932000000.0,6741000000.0
March 2016,25000000.0,258000000.0,87000000.0,9901000000.0,2912000000.0,6989000000.0
June 2016,25000000.0,244000000.0,71000000.0,9912000000.0,2911000000.0,7001000000.0
