,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2013,51576.0,19640.0,-51576.0,,
December 2013,26884.0,4253.0,-26884.0,,
March 2014,69248.0,25544.0,-69248.0,,
June 2014,61170.0,12310.0,-61170.0,,
September 2014,58101.0,3420.0,-58101.0,139528.0,134815.0
December 2014,76701.0,19297.0,-76702.0,75998.0,71414.0
March 2015,25710.0,100.0,-15264.0,45577.0,41122.0
June 2015,40953.0,5511.0,-25059.0,37166.0,32840.0
September 2015,15349.0,748.0,-349.0,17521.0,13195.0
December 2015,14656.0,1250.0,344.0,10568.0,6371.0
March 2016,187118.0,1694.0,-179430.0,11015.0,6947.0
June 2016,117095.0,0.0,-116202.0,2028.0,1294.0
September 2016,91780.0,0.0,-130243.0,1287.0,619.0
December 2016,129312.0,1357.0,-155513.0,25717.0,15115.0
March 2017,64545.0,,-38492.0,11775.0,1239.0
June 2017,49246.0,,-56853.0,11242.0,1063.0
September 2017,25681.0,,-32742.0,7092.0,3688.0
December 2017,41017.0,,-48261.0,9865.0,6527.0
March 2018,38895.0,,-42676177.0,1870.0,1598.0
June 2018,28783.0,,-31773.0,766.0,560.0
September 2018,42996.0,,-45324.0,2265.0,2125.0
December 2018,35841.0,,-38773.0,3050.0,2976.0
March 2019,30446.0,,-31927.0,1010.0,1002.0
June 2019,12034.0,,-16628.0,64.0,64.0
September 2019,5032.0,,-9556.0,93.0,93.0
December 2019,11799.0,,-11799.0,61.0,61.0
March 2020,1289355.0,,-1289355.0,13.0,13.0
June 2020,344389.0,94100.0,-363911.0,17.0,17.0
September 2020,216718.0,15488.0,-216713.0,292750.0,292750.0
December 2020,707066.0,178332.0,-706966.0,61088.0,61088.0
March 2021,173242.0,57500.0,-173242.0,50843.0,50843.0
June 2021,166958.0,62500.0,-166958.0,57808.0,57808.0
September 2021,166750.0,42950.0,-166750.0,51207.0,51207.0
December 2021,2017349.0,84050.0,-2017349.0,50676.0,50676.0
March 2022,,,,67714.0,67714.0
June 2022,164654.0,51112.0,-164654.0,11022.0,11022.0
