,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2016,16996500.0,4910000.0,-3796000.0,,,
June 2016,16996500.0,4910000.0,-3796000.0,,,
September 2016,16996500.0,4910000.0,-3796000.0,,,
December 2016,16996500.0,4910000.0,-3796000.0,,,
March 2017,24936000.0,6508000.0,-7184000.0,,,
June 2017,44001000.0,12588000.0,-22850000.0,,,
September 2017,34180000.0,8901000.0,-10358000.0,,,
December 2017,35432000.0,9593000.0,-8714000.0,,,
March 2018,42026000.0,12844000.0,-14330000.0,,,
June 2018,47191000.0,14412000.0,-12301000.0,,,
September 2018,54571000.0,15599000.0,-15569000.0,,,
December 2018,55169000.0,15986000.0,-11685000.0,,,
March 2019,66590000.0,20238000.0,-19809000.0,,,
June 2019,72927000.0,22210000.0,-19114000.0,,,
September 2019,89275000.0,25049000.0,-28856000.0,,,
December 2019,92964000.0,27972000.0,-28161000.0,,,
March 2020,95870000.0,25991000.0,-27784000.0,,,
June 2020,98914000.0,28089000.0,-26559000.0,,,
September 2020,111096000.0,32369000.0,-31971000.0,,,
December 2020,114566000.0,32273000.0,-28665000.0,,,
March 2021,128871000.0,36474000.0,-37072000.0,,,
June 2021,147820000.0,39079000.0,-44168000.0,,,
September 2021,151193000.0,41151000.0,-36718000.0,,,
December 2021,176511000.0,48736000.0,-53139000.0,,,
March 2022,200954000.0,52519000.0,-70457000.0,,,
June 2022,210999000.0,53784000.0,-62313000.0,,,
