,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2019,802061.0,2132.0,-1746722.0,,
March 2020,2070549.0,2132.0,-4264480.0,,
June 2020,649425.0,4932.0,-2266186.0,,
September 2020,536828.0,6070.0,-885941.0,1928527.0,1164536.0
December 2020,822115.0,3004.0,-1090227.0,,
March 2021,735349.0,380.0,-1413246.0,2332478.0,1598687.0
June 2021,1836602.0,3637.0,-2406444.0,1765193.0,1025262.0
September 2021,1633185.0,3124.0,-1898237.0,1759913.0,1034082.0
December 2021,1440197.0,2351.0,-1647205.0,1921723.0,1200992.0
March 2022,751680.0,16586.0,-2779094.0,1768664.0,1062533.0
June 2022,839785.0,2738.0,-11211339.0,1524795.0,1226352.0
