,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2007,,,,2424597.4166666665,,,
December 2007,,,,2424597.4166666665,,,
March 2008,,,,2424597.4166666665,,,
June 2008,,,,2424597.4166666665,,,
September 2008,,,,2424597.4166666665,,,
December 2008,,,,2424597.4166666665,,,
March 2009,,,,2424597.4166666665,,,
June 2009,,,,2424597.4166666665,,,
September 2009,,,,2424597.4166666665,,,
December 2009,,,,2424597.4166666665,,,
March 2010,,,,2424597.4166666665,,,
June 2010,,,,2424597.4166666665,,,
September 2010,1104.0,,,-3828.5,,,
December 2010,6553.0,,,-3828.5,2366.0,2366.0,
March 2011,10222.0,,,-9940.0,,,
June 2011,618380.0,,,-49198.0,,,
September 2011,946992.0,,,-378083.0,3818584.0,933222.0,
December 2011,1094132.0,,,-533478.0,3458616.0,663627.0,
March 2012,983270.0,,,-377636.0,3131388.0,407309.0,
June 2012,950774.0,,,-360703.0,3000781.0,170088.0,
September 2012,583584.0,,,261643.0,234399.0,114321.0,
December 2012,819642.0,,,-328836.0,201557.0,96694.0,
March 2013,273002.0,,,-166288.0,223836.0,124803.0,
June 2013,308079.0,,,-224297.0,211297.0,115569.0,
September 2013,163711.0,,,-109177.0,217614.0,125383.0,
December 2013,115087.0,,,-51896.0,210844.0,129270.0,
March 2014,122885.0,,,-44088.0,211796.0,135506.0,
June 2014,127468.0,,,-60973.0,223465.0,152438.0,
September 2014,64187.0,,,34894.0,287706.0,221961.0,
December 2014,12565.0,,,-218583.0,201217.0,188756.0,
March 2015,74692.0,0.0,,-76220.0,180694.0,168233.0,
June 2015,112105.0,0.0,,-121800.0,144705.0,132229.0,
September 2015,178654.0,0.0,,-179797.0,56411.0,43936.0,
December 2015,200336.0,,,-208624.0,259964.0,247488.0,
March 2016,226044.0,0.0,13110.0,-228788.0,372336.0,343507.0,
June 2016,277067.0,5990.0,,-279664.0,177667.0,148823.0,
September 2016,180309.0,0.0,,-182748.0,125715.0,96871.0,
December 2016,362154.0,5000.0,,-371257.0,104875.0,72649.0,32226.0
March 2017,180118.0,,18271.0,-185950.0,83292.0,44802.0,38490.0
June 2017,240248.0,34289.0,,-247860.0,122084.0,99931.0,22153.0
September 2017,208156.0,33896.0,,-266763.0,91615.0,67688.0,23927.0
December 2017,257773.0,,,-294899.0,26525.0,2598.0,23927.0
March 2018,199320.0,19932.0,,-277634.0,,,
June 2018,235207.0,19932.0,,-613058.0,156701.0,132759.0,23942.0
September 2018,259336.0,24812.0,,-167774.0,230490.0,206548.0,23942.0
December 2018,507273.0,,,-808446.0,206931.0,135918.0,71013.0
March 2019,434908.0,0.0,,-375146.0,225287.0,167294.0,57993.0
June 2019,202127.0,6232.0,,-228020.0,367163.0,170399.0,196764.0
September 2019,209627.0,24812.0,,-446236.0,327884.0,145189.0,182695.0
December 2019,220984.0,,,-647920.0,311001.0,139679.0,171322.0
March 2020,138400.0,0.0,,32136.0,,,
June 2020,683756.0,329772.0,,-889004.0,,,
September 2020,499034.0,133921.0,,-499996.0,617673.0,432258.0,180162.0
December 2020,578279.0,98297.0,,-843037.0,603474.0,347517.0,
March 2021,270906.0,19697.0,,-186923.0,,,
June 2021,442785.0,132085.0,,-637242.0,825851.0,317052.0,
September 2021,746863.0,31815.0,,-814799.0,1165270.0,457552.0,
December 2021,947204.0,611153.0,,-1322481.0,1715775.0,1119996.0,
March 2022,595659.0,304159.0,,-600923.0,4781143.0,941592.0,
June 2022,1105423.0,597893.0,,-1190757.0,4541433.0,833202.0,
