,OperatingExpenses,NetIncomeLoss,Assets
September 2010,1000.0,-1000.0,
December 2010,1000.0,-1000.0,765000.0
March 2011,19000.0,-19000.0,
June 2011,4000.0,-4000.0,
September 2011,48000.0,-48000.0,6000.0
December 2011,-65000.0,65000.0,85000.0
March 2012,561000.0,-502000.0,23710000.0
June 2012,445000.0,-285000.0,26751000.0
September 2012,410000.0,-216000.0,26234000.0
December 2012,543000.0,-327000.0,27114000.0
March 2013,541000.0,-293000.0,28696000.0
June 2013,470000.0,-199000.0,28092000.0
September 2013,548000.0,-185000.0,29243000.0
December 2013,601000.0,-208000.0,30942000.0
March 2014,558000.0,-122000.0,31238000.0
June 2014,577000.0,-140000.0,32506000.0
September 2014,584000.0,-89000.0,31960000.0
December 2014,625000.0,-84000.0,36398000.0
March 2015,571000.0,,36776000.0
June 2015,1006000.0,,34410000.0
September 2015,896000.0,,
