,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2008,6972750.0,,,5841500.0,,
March 2009,6972750.0,,,5841500.0,,
June 2009,6972750.0,,,5841500.0,,
September 2009,6972750.0,,,5841500.0,,
December 2009,8106000.0,571250.0,,6469000.0,,
March 2010,8106000.0,571250.0,,6469000.0,,
June 2010,8085000.0,571250.0,,6180000.0,,
September 2010,8927000.0,571250.0,,4556000.0,150696000.0,46157000.0
December 2010,9131000.0,590250.0,,5819000.0,,
March 2011,8728000.0,590250.0,,7997000.0,,
June 2011,9231000.0,590250.0,,5536000.0,160942000.0,44912000.0
September 2011,9486000.0,590250.0,,5186000.0,168656000.0,50642000.0
December 2011,12361000.0,989250.0,,4925000.0,287174000.0,68432000.0
March 2012,12604000.0,989250.0,,7110000.0,284432000.0,62871000.0
June 2012,12251000.0,989250.0,,6566000.0,286248000.0,62566000.0
September 2012,13880000.0,989250.0,,669000.0,302125000.0,67559000.0
December 2012,13391000.0,1030250.0,12778750.0,4877000.0,300839000.0,67273000.0
March 2013,12578000.0,1030250.0,12778750.0,5153000.0,299044000.0,66360000.0
June 2013,12615000.0,1030250.0,12778750.0,-13753000.0,270857000.0,61322000.0
September 2013,12531000.0,1030250.0,12778750.0,7758000.0,276833000.0,66293000.0
December 2013,14226000.0,1453250.0,13726000.0,3821000.0,272177000.0,60349000.0
March 2014,13735000.0,1453250.0,13726000.0,4514000.0,268557000.0,58116000.0
June 2014,13819000.0,1453250.0,13726000.0,-36626000.0,220224000.0,60771000.0
September 2014,13124000.0,1453250.0,13726000.0,2797000.0,216586000.0,54333000.0
December 2014,13655000.0,1144750.0,13497250.0,4377000.0,210847000.0,54421000.0
March 2015,13898000.0,1144750.0,13497250.0,3547000.0,208957000.0,52910000.0
June 2015,13535000.0,1144750.0,13497250.0,4055000.0,208074000.0,52729000.0
September 2015,,1144750.0,13497250.0,2564000.0,208744000.0,61753000.0
December 2015,12263000.0,1004250.0,12209250.0,3643000.0,201685000.0,56383000.0
March 2016,12538000.0,1004250.0,12209250.0,4279000.0,202602000.0,56996000.0
June 2016,11805000.0,1004250.0,12209250.0,7265000.0,194670000.0,57950000.0
September 2016,,1004250.0,12209250.0,2566000.0,190816000.0,56002000.0
December 2016,12193000.0,,,4401000.0,187752000.0,57143000.0
March 2017,12508000.0,,,5175000.0,190508000.0,61679000.0
June 2017,12504000.0,,,6400000.0,198166000.0,73259000.0
