,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2007,,372750000.0,,
June 2007,,372750000.0,,
September 2007,,372750000.0,,
December 2007,,372750000.0,,
March 2008,,413000000.0,313500000.0,
June 2008,,432000000.0,313500000.0,
September 2008,,419000000.0,313500000.0,
December 2008,,479000000.0,313500000.0,79331000000.0
March 2009,,457000000.0,374250000.0,
June 2009,,462000000.0,374250000.0,76041000000.0
September 2009,,487000000.0,374250000.0,82616000000.0
December 2009,,571000000.0,374250000.0,84106000000.0
March 2010,,481000000.0,636000000.0,85178000000.0
June 2010,,508000000.0,581000000.0,
September 2010,,505000000.0,690000000.0,97843000000.0
December 2010,,568000000.0,421000000.0,101039000000.0
March 2011,,534000000.0,395000000.0,101145000000.0
June 2011,,543000000.0,274000000.0,106232000000.0
September 2011,,558000000.0,736000000.0,114720000000.0
December 2011,,701000000.0,559000000.0,116237000000.0
March 2012,,564000000.0,785000000.0,115552000000.0
June 2012,,587000000.0,483000000.0,122209000000.0
September 2012,,595000000.0,1017000000.0,137840000000.0
December 2012,,669000000.0,581000000.0,131094000000.0
March 2013,,534000000.0,892000000.0,120538000000.0
June 2013,,529000000.0,889000000.0,116313000000.0
September 2013,,568000000.0,702000000.0,119918000000.0
December 2013,,591000000.0,675000000.0,121307000000.0
March 2014,,534000000.0,732000000.0,123292000000.0
June 2014,,537000000.0,810000000.0,127871000000.0
September 2014,,566000000.0,706000000.0,127253000000.0
December 2014,,624000000.0,703000000.0,119767000000.0
March 2015,,530000000.0,663000000.0,121401000000.0
June 2015,,550000000.0,573000000.0,115581000000.0
September 2015,,554000000.0,567000000.0,117455000000.0
December 2015,,580000000.0,730000000.0,118296000000.0
March 2016,,563000000.0,731000000.0,127766000000.0
June 2016,,613000000.0,548000000.0,141287000000.0
September 2016,,675000000.0,629000000.0,144101000000.0
December 2016,,945000000.0,751000000.0,129819000000.0
March 2017,,614000000.0,592000000.0,133650000000.0
June 2017,,665000000.0,713000000.0,135394000000.0
September 2017,,686000000.0,716000000.0,136083000000.0
December 2017,,815000000.0,2583000000.0,137217000000.0
March 2018,,733000000.0,717000000.0,147356000000.0
June 2018,,732000000.0,832000000.0,141986000000.0
September 2018,,730000000.0,845000000.0,137941000000.0
December 2018,,793000000.0,526000000.0,140406000000.0
March 2019,1480000000.0,719000000.0,928000000.0,145679000000.0
June 2019,1480000000.0,743000000.0,817000000.0,151400000000.0
September 2019,1480000000.0,769000000.0,777000000.0,154137000000.0
December 2019,1480000000.0,858000000.0,782000000.0,152768000000.0
March 2020,1548000000.0,779000000.0,566000000.0,151616000000.0
June 2020,1548000000.0,756000000.0,805000000.0,157087000000.0
September 2020,1548000000.0,847000000.0,2456000000.0,160955000000.0
December 2020,1548000000.0,1038000000.0,951000000.0,165086000000.0
March 2021,1531000000.0,832000000.0,1293000000.0,158157000000.0
June 2021,1538000000.0,881000000.0,1105000000.0,161492000000.0
September 2021,1569500000.0,869000000.0,888000000.0,160597000000.0
December 2021,1569500000.0,962000000.0,1039000000.0,157542000000.0
March 2022,1509000000.0,831000000.0,1032000000.0,147046000000.0
June 2022,1401000000.0,799000000.0,1388000000.0,135629000000.0
