,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2007,1790321.5833333333,-321910.3333333333,,
June 2007,1790321.5833333333,-321910.3333333333,,
September 2007,1790321.5833333333,-321910.3333333333,,
December 2007,1790321.5833333333,-1066209.75,,
March 2008,1790321.5833333333,-1066209.75,,
June 2008,1790321.5833333333,-1066209.75,,
September 2008,1790321.5833333333,-1066209.75,,
December 2008,1790321.5833333333,-3805001.75,,
March 2009,1790321.5833333333,-3805001.75,,
June 2009,1790321.5833333333,-3805001.75,,
September 2009,1790321.5833333333,-3805001.75,,
December 2009,1502440.0,-913376.5,,
March 2010,1502440.0,-913376.5,,
June 2010,1239124.0,-569872.0,,
September 2010,1790321.5833333333,-4152075.0,,
December 2010,594990.5,-596206.0,,
March 2011,594990.5,-596206.0,,
June 2011,353169.0,-484960.0,,
