,NetIncomeLoss,Assets
March 2010,93000000.0,
June 2010,29000000.0,
September 2010,,
December 2010,,152423000000.0
March 2011,60000000.0,
June 2011,9000000.0,144438000000.0
September 2011,,128308000000.0
December 2011,,113552000000.0
March 2012,,110087000000.0
June 2012,,102662000000.0
September 2012,,94189000000.0
December 2012,,86421000000.0
March 2013,,87593000000.0
June 2013,,85122000000.0
September 2013,,87661000000.0
December 2013,,85774000000.0
March 2014,,86185000000.0
June 2014,,87226000000.0
September 2014,,82789000000.0
December 2014,,75807000000.0
March 2015,,78235000000.0
June 2015,,85962000000.0
September 2015,,85899000000.0
December 2015,,85707000000.0
March 2016,,84739000000.0
June 2016,,99430000000.0
September 2016,,95612000000.0
December 2016,,91941000000.0
March 2017,,91290000000.0
June 2017,,101923000000.0
September 2017,,109503000000.0
December 2017,,123385000000.0
March 2018,,109225000000.0
June 2018,,106208000000.0
September 2018,,102973000000.0
December 2018,,109326000000.0
March 2019,,110577000000.0
June 2019,,106762000000.0
September 2019,,104153000000.0
December 2019,,106842000000.0
March 2020,,124870000000.0
June 2020,,93440000000.0
September 2020,,75870000000.0
December 2020,,68634000000.0
March 2021,,57908000000.0
June 2021,,54244000000.0
September 2021,,54459000000.0
December 2021,,54121000000.0
March 2022,,56129000000.0
June 2022,,87602000000.0
