,NetIncomeLoss,Assets,AssetsCurrent
March 2008,19550500.0,,
June 2008,19550500.0,,
September 2008,19550500.0,,
December 2008,19550500.0,,
March 2009,25392000.0,,
June 2009,35393000.0,,
September 2009,34464000.0,,
December 2009,31596000.0,961505000.0,297454000.0
March 2010,37847000.0,,
June 2010,46461000.0,1009122000.0,339348000.0
September 2010,48228000.0,1032371000.0,345399000.0
December 2010,46445000.0,1121605000.0,406221000.0
March 2011,46382000.0,1158055000.0,377160000.0
June 2011,50657000.0,1263581000.0,441712000.0
September 2011,60433000.0,1343373000.0,487729000.0
December 2011,57473000.0,1425308000.0,501192000.0
March 2012,62664000.0,1527568000.0,551487000.0
June 2012,81683000.0,1648409000.0,620442000.0
September 2012,72300000.0,1706205000.0,656679000.0
December 2012,61353000.0,1668667000.0,546607000.0
March 2013,76584000.0,1712670000.0,575514000.0
June 2013,87853000.0,1808931000.0,555010000.0
September 2013,83379000.0,1911432000.0,603782000.0
December 2013,79622000.0,2009280000.0,666307000.0
March 2014,83069000.0,2155680000.0,790791000.0
June 2014,110270000.0,2277582000.0,892099000.0
September 2014,130801000.0,2437053000.0,873870000.0
December 2014,121234000.0,2546285000.0,878479000.0
March 2015,122641000.0,2703719000.0,984695000.0
June 2015,140204000.0,2806224000.0,989231000.0
September 2015,144883000.0,2947922000.0,1073233000.0
December 2015,67874000.0,2725066000.0,814647000.0
March 2016,-26432000.0,2140820000.0,374740000.0
June 2016,25596000.0,2101800000.0,387707000.0
September 2016,7799000.0,2067033000.0,468897000.0
December 2016,15975000.0,2026103000.0,522374000.0
March 2017,46120000.0,2062262000.0,663964000.0
June 2017,66730000.0,2068551000.0,663965000.0
September 2017,19610000.0,2064377000.0,655936000.0
December 2017,43793000.0,2045692000.0,629535000.0
March 2018,59446000.0,2097444000.0,630439000.0
June 2018,46884000.0,2128622000.0,720674000.0
September 2018,38204000.0,2230872000.0,793071000.0
December 2018,32019000.0,2265518000.0,814794000.0
March 2019,88132000.0,4625482000.0,837746000.0
June 2019,91028000.0,4659307000.0,832402000.0
September 2019,98582000.0,4937937000.0,954756000.0
December 2019,72416000.0,5104604000.0,1072204000.0
March 2020,76388000.0,5206488000.0,1075501000.0
June 2020,8175000.0,5370129000.0,1150343000.0
September 2020,80244000.0,5631640000.0,1211280000.0
December 2020,190959000.0,5982896000.0,1420237000.0
March 2021,127101000.0,6149059000.0,1456851000.0
June 2021,187974000.0,6320454000.0,1447810000.0
September 2021,204434000.0,6627567000.0,1518606000.0
December 2021,133475000.0,6652958000.0,1381564000.0
March 2022,158294000.0,6467257000.0,1096493000.0
June 2022,259942000.0,6545336000.0,1046299000.0
