,NetIncomeLoss,Assets
March 2007,169825000.0,
June 2007,169825000.0,
September 2007,169825000.0,
December 2007,169825000.0,
March 2008,163100000.0,
June 2008,240300000.0,
September 2008,108000000.0,
December 2008,41800000.0,49417400000.0
March 2009,164900000.0,
June 2009,267200000.0,51339800000.0
September 2009,221100000.0,54475200000.0
December 2009,199400000.0,54477000000.0
March 2010,229800000.0,54997200000.0
June 2010,209700000.0,56792200000.0
September 2010,220800000.0,59054700000.0
December 2010,225800000.0,57307700000.0
March 2011,225400000.0,57116800000.0
June 2011,229800000.0,58015800000.0
September 2011,202000000.0,60040900000.0
December 2011,-425400000.0,59555200000.0
March 2012,213900000.0,59571800000.0
June 2012,216400000.0,60678700000.0
September 2012,230200000.0,62119600000.0
December 2012,233900000.0,62236100000.0
March 2013,212600000.0,61611400000.0
June 2013,218600000.0,59366200000.0
September 2013,205700000.0,59585800000.0
December 2013,221200000.0,59403600000.0
March 2014,225800000.0,61078600000.0
June 2014,242500000.0,62218100000.0
September 2014,219100000.0,61960600000.0
December 2014,-282200000.0,62497100000.0
March 2015,212900000.0,63014500000.0
June 2015,224300000.0,61706800000.0
September 2015,203800000.0,61503800000.0
December 2015,226100000.0,60589700000.0
March 2016,210600000.0,61967900000.0
June 2016,236800000.0,63853100000.0
September 2016,236000000.0,63905100000.0
December 2016,248000000.0,61941500000.0
March 2017,229900000.0,62524700000.0
June 2017,245100000.0,63381600000.0
September 2017,252300000.0,63805700000.0
December 2017,266900000.0,64013100000.0
March 2018,273500000.0,63012300000.0
June 2018,285500000.0,62366600000.0
September 2018,-284700000.0,62249800000.0
December 2018,249100000.0,61875600000.0
March 2019,280900000.0,63921700000.0
June 2019,281200000.0,65843700000.0
September 2019,242000000.0,66955700000.0
December 2019,296200000.0,67013400000.0
March 2020,161000000.0,65335900000.0
June 2020,265500000.0,69305200000.0
September 2020,231100000.0,69616000000.0
December 2020,135400000.0,70625800000.0
March 2021,153000000.0,69256600000.0
June 2021,182900000.0,70807900000.0
September 2021,328600000.0,70597900000.0
December 2021,159700000.0,70115600000.0
March 2022,253500000.0,66471700000.0
June 2022,370400000.0,63121100000.0
