,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,10390000.0,,10914000.0,-484000.0,,,
June 2010,10390000.0,,10918000.0,2882000.0,,,
September 2010,10390000.0,,10537000.0,3565000.0,,,
December 2010,10390000.0,,,-1588000.0,,,
March 2011,10291000.0,,9886000.0,-1492000.0,,,
June 2011,10291000.0,,10696000.0,-1837000.0,,,
September 2011,10200000.0,,10200000.0,686000.0,,,
December 2011,10602000.0,,,-2316000.0,,,
March 2012,9129000.0,550000.0,10847000.0,-2056000.0,,,
June 2012,8186000.0,550000.0,,-1357000.0,,,
September 2012,8491000.0,550000.0,,455000.0,,,
December 2012,19566000.0,550000.0,,-15527000.0,,,
March 2013,10327000.0,175000.0,,11081000.0,,,
June 2013,8923000.0,175000.0,,4396000.0,,,
September 2013,10507000.0,175000.0,,7388000.0,,,
December 2013,9375000.0,175000.0,,-1838000.0,,,
March 2014,10280000.0,325000.0,,3827000.0,,,
June 2014,8750000.0,325000.0,,1364000.0,,,
September 2014,7957000.0,325000.0,,-372000.0,,,
December 2014,9337000.0,325000.0,,-5075000.0,,,
March 2015,8841000.0,275000.0,,-4655000.0,,,
June 2015,5656000.0,275000.0,,-2391000.0,,,
September 2015,9611000.0,275000.0,,6114000.0,,,
December 2015,-245000.0,275000.0,,-3477000.0,,,
March 2016,6497000.0,50000.0,,-6294000.0,,,
June 2016,4820000.0,50000.0,,449000.0,,,
September 2016,4872000.0,50000.0,,-3763000.0,,,
December 2016,6315000.0,50000.0,,-2070000.0,,,
March 2017,5602000.0,75000.0,,-3489000.0,,,
June 2017,5163000.0,75000.0,,-1698000.0,,,
September 2017,5611000.0,75000.0,,-3292000.0,,,
December 2017,4878000.0,75000.0,,-1497000.0,,,
March 2018,5124000.0,50000.0,,-1117000.0,,,
June 2018,5245000.0,50000.0,,-275000.0,,,
September 2018,5801000.0,50000.0,,-132000.0,,,
December 2018,4426000.0,50000.0,,995000.0,,,
March 2019,5702000.0,75000.0,,-1502000.0,,,
June 2019,6230000.0,75000.0,,3720000.0,,,
September 2019,5895000.0,75000.0,,-145000.0,,,
December 2019,5279000.0,75000.0,,1503000.0,,,
March 2020,6016000.0,75000.0,,-2521000.0,,,
June 2020,5819000.0,75000.0,,267000.0,,,
September 2020,5702000.0,75000.0,,-2850000.0,,,
December 2020,5019000.0,75000.0,,-2538000.0,,,
March 2021,5446000.0,100000.0,,-843000.0,,,
June 2021,6655000.0,100000.0,,3416000.0,,,
September 2021,5938000.0,100000.0,,495000.0,,,
December 2021,6380000.0,100000.0,,2994000.0,,,
March 2022,6889000.0,,,-885000.0,,,
June 2022,6561000.0,,,1868000.0,,,
