,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,73224.75,-64696.0,,,
June 2013,73224.75,-64696.0,,,
September 2013,73224.75,-64696.0,,,
December 2013,73224.75,-64696.0,1554155.0,403912.0,
March 2014,272897.0,1156493.0,,,
June 2014,488536.0,-953585.0,,,
September 2014,334567.0,-177425.0,,,
December 2014,763359.0,-526428.0,3994390.0,805912.0,
March 2015,421254.0,-183589.0,3882528.0,699997.0,
June 2015,431822.0,-148499.0,5022499.0,811111.0,
September 2015,432232.0,-162616.0,5018254.0,815232.0,
December 2015,483252.0,-270091.0,4275061.0,608818.0,
March 2016,430358.0,-192144.0,4306913.0,689829.0,
June 2016,550209.0,-286039.0,4248653.0,615624.0,
September 2016,445680.0,-161462.0,4249942.0,589112.0,
December 2016,445812.0,-218468.0,5378599.0,1749256.0,3592791.0
March 2017,648290.0,-448616.0,7776906.0,3182757.0,
June 2017,545956.0,-258246.0,7396600.0,2430672.0,4823801.0
September 2017,476192.0,-285796.0,7348487.0,2297710.0,4913325.0
December 2017,647118.0,238763.0,7663934.0,4023126.0,3600079.0
March 2018,565778.0,-151704.0,7915985.0,4152651.0,3724506.0
June 2018,563380.0,-74606.0,7973315.0,3915753.0,4023090.0
September 2018,503598.0,77224.0,8157760.0,3936647.0,4176927.0
December 2018,537273.0,-260075.0,8092663.0,2760496.0,5289198.0
March 2019,1226618.0,-2406595.0,6180495.0,2426953.0,3564634.0
June 2019,596976.0,-408275.0,5657918.0,2263495.0,3354466.0
September 2019,558085.0,-336816.0,5269279.0,1919094.0,3315813.0
December 2019,645075.0,-285204.0,4966577.0,1659777.0,3275179.0
March 2020,621825.0,-247770.0,4765853.0,1509491.0,3225254.0
June 2020,573072.0,-184185.0,4935601.0,1747460.0,3143965.0
September 2020,790714.0,-273955.0,4753805.0,1492371.0,3213273.0
December 2020,615134.0,-20115.0,4441095.0,1189844.0,3114065.0
March 2021,601135.0,-146923.0,4773035.0,1338381.0,3299030.0
June 2021,685926.0,-216620.0,4527702.0,1066494.0,
September 2021,402257.0,-3392.0,4548633.0,1214499.0,
December 2021,586671.0,94087.0,4786441.0,1347840.0,
March 2022,668507.0,-92659.0,4836918.0,1537723.0,
June 2022,1247730.0,307507.0,6146657.0,2820402.0,
