,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2017,15000.0,15000.0,-15000.0,,,
June 2017,15000.0,15000.0,-15000.0,,,
September 2017,15000.0,15000.0,-15000.0,,,
December 2017,15000.0,15000.0,-15000.0,,,
March 2018,15000.0,15000.0,-15000.0,,,
June 2018,15000.0,15000.0,-15000.0,,,
September 2018,15000.0,15000.0,-15000.0,,,
December 2018,15000.0,15000.0,-15000.0,,,
March 2019,166.0,166.0,-166.0,84.0,84.0,
June 2019,4699.0,4699.0,-4699.0,84.0,84.0,
September 2019,11909.0,45779.0,-45779.0,84.0,84.0,
December 2019,282723.0,,-271782.0,84.0,84.0,
March 2020,4614.0,4597.0,-4614.0,84.0,84.0,
June 2020,3064.0,3064.0,-3064.0,84.0,84.0,
