,NetIncomeLoss,Assets
March 2007,103596000.0,
June 2007,103596000.0,
September 2007,103596000.0,
December 2007,103596000.0,
March 2008,243036000.0,
June 2008,307992000.0,
September 2008,302131000.0,
December 2008,-506979000.0,57597615000.0
March 2009,349893000.0,
June 2009,597054000.0,68267255000.0
September 2009,285189000.0,70162678000.0
December 2009,729335000.0,69376190000.0
March 2010,281065000.0,72719162000.0
June 2010,-218229000.0,73507984000.0
September 2010,-14060000.0,82584763000.0
December 2010,1218504000.0,83026590000.0
March 2011,699895000.0,98427608000.0
June 2011,120817000.0,100557007000.0
September 2011,-921813000.0,113631706000.0
December 2011,445562000.0,109630002000.0
March 2012,901806000.0,120281540000.0
June 2012,-91159000.0,128304571000.0
September 2012,224758000.0,141576600000.0
December 2012,700495000.0,133452295000.0
March 2013,870278000.0,125501856000.0
June 2013,1638213000.0,102468584000.0
September 2013,192458000.0,93433157000.0
December 2013,1028749000.0,81922460000.0
March 2014,-203351000.0,82414777000.0
June 2014,-335512000.0,87150945000.0
September 2014,354856000.0,87387986000.0
December 2014,-658272000.0,88355367000.0
March 2015,-476499000.0,78675677000.0
June 2015,900220000.0,75545680000.0
September 2015,-627294000.0,75338687000.0
December 2015,-476409000.0,75190893000.0
March 2016,-867918000.0,77443965000.0
June 2016,-278112000.0,77716470000.0
September 2016,731216000.0,86909306000.0
December 2016,1848483000.0,87905046000.0
March 2017,440511000.0,84658957000.0
June 2017,14624000.0,84976578000.0
September 2017,367547000.0,97574181000.0
December 2017,746922000.0,101760050000.0
March 2018,1327800000.0,100382233000.0
June 2018,595919000.0,98832997000.0
September 2018,385578000.0,105961803000.0
December 2018,-2254889000.0,105787527000.0
March 2019,-849150000.0,119172549000.0
June 2019,-1776330000.0,131800776000.0
September 2019,-747059000.0,128956120000.0
December 2019,1209674000.0,130295081000.0
March 2020,-3640255000.0,96917274000.0
June 2020,856202000.0,93458653000.0
September 2020,1015674000.0,89192411000.0
December 2020,877216000.0,88455103000.0
March 2021,1750813000.0,85369589000.0
June 2021,-295642000.0,82376305000.0
September 2021,519244000.0,76662433000.0
December 2021,415481000.0,76764064000.0
March 2022,2022255000.0,76185134000.0
June 2022,866696000.0,73637249000.0
