,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,-19819250.0,,,
June 2009,-19819250.0,,,
September 2009,-19819250.0,,,
December 2009,-19819250.0,,,
March 2010,23724000.0,,,
June 2010,-2729000.0,,,
September 2010,3359000.0,,,
December 2010,-18140000.0,1389035000.0,176823000.0,
March 2011,-19924000.0,,,
June 2011,9165000.0,1443685000.0,127901000.0,
September 2011,32560000.0,1591355000.0,195532000.0,
December 2011,-8364000.0,1698005000.0,173050000.0,
March 2012,15835000.0,1565569000.0,159973000.0,
June 2012,12271000.0,1917828000.0,153870000.0,
September 2012,-32643000.0,1931904000.0,117158000.0,
December 2012,-126175000.0,1826848000.0,171949000.0,
March 2013,-39418000.0,1781813000.0,152659000.0,
June 2013,19918000.0,1691435000.0,177247000.0,
September 2013,-16000000.0,2010963000.0,404374000.0,
December 2013,13199000.0,2025203000.0,325813000.0,
March 2014,-2127000.0,2065168000.0,293602000.0,
June 2014,-28187000.0,2086425000.0,213568000.0,
September 2014,53997000.0,2178509000.0,157209000.0,
December 2014,131752000.0,2331140000.0,340719000.0,
March 2015,17062000.0,2455100000.0,374719000.0,
June 2015,-46870000.0,2391617000.0,250950000.0,
September 2015,-41494000.0,2344310000.0,326293000.0,
December 2015,-55639000.0,2370543000.0,332049000.0,
March 2016,-71530000.0,2515397000.0,528052000.0,
June 2016,-95450000.0,2271670000.0,319135000.0,
September 2016,-23309000.0,3417280000.0,1368045000.0,
December 2016,-55639000.0,4485842000.0,399825000.0,20982000.0
March 2017,46146000.0,4593130000.0,411771000.0,26838000.0
June 2017,41250000.0,4656928000.0,396218000.0,38807000.0
September 2017,-292537000.0,4307287000.0,334702000.0,89885000.0
December 2017,77637000.0,4420390000.0,401224000.0,
March 2018,-13139000.0,4522157000.0,264455000.0,
June 2018,-160257000.0,4442154000.0,218303000.0,
September 2018,-3434000.0,4601224000.0,256792000.0,
December 2018,178853000.0,4544145000.0,274460000.0,
March 2019,-120176000.0,4563928000.0,213156000.0,
June 2019,68548000.0,4594904000.0,325827000.0,
September 2019,15908000.0,4583604000.0,341412000.0,
December 2019,-20952000.0,4448680000.0,304030000.0,
March 2020,-465015000.0,5879791000.0,720411000.0,
June 2020,-221832000.0,5510078000.0,427467000.0,
September 2020,-30783000.0,5332528000.0,361585000.0,
December 2020,-6690000.0,5237973000.0,308248000.0,
March 2021,-9036000.0,5240657000.0,335259000.0,
June 2021,-87037000.0,5333989000.0,429813000.0,
September 2021,145321000.0,5367265000.0,484694000.0,
December 2021,473063000.0,5336666000.0,458573000.0,
March 2022,-31960000.0,5731364000.0,733562000.0,
June 2022,662381000.0,7976241000.0,788312000.0,
