,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2014,475.0,-475.0,,
September 2014,,-4.0,7063.0,7063.0
December 2014,37983.0,-9196.0,,
March 2015,8764.0,-8764.0,22503.0,22503.0
June 2015,28787.0,-28787.0,3681.0,3681.0
September 2015,,14916.0,30167.0,
December 2015,,-13670.0,16497.0,
March 2016,,-23208.0,,
June 2016,,-94945.0,,
September 2016,,-95463524.0,241949.0,
December 2016,,-78492.0,159976.0,
March 2017,,-41700.0,114276.0,
June 2017,,-64972.0,49304.0,
September 2017,,-168554.0,825580.0,549632.0
December 2017,308609.0,-103115.0,140227.0,
March 2018,677576.0,-964914.0,658963.0,207793.0
