,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2007,962500000.0,1018500000.0,,
June 2007,962500000.0,1018500000.0,,
September 2007,962500000.0,1018500000.0,,
December 2007,962500000.0,1018500000.0,,
March 2008,869000000.0,1211000000.0,,
June 2008,1005000000.0,852000000.0,,
September 2008,937000000.0,695000000.0,,
December 2008,957000000.0,-86000000.0,53779000000.0,25964000000.0
March 2009,970000000.0,610000000.0,,
June 2009,960000000.0,998000000.0,57712000000.0,30120000000.0
September 2009,3574000000.0,-1564000000.0,58667000000.0,30227000000.0
December 2009,1002000000.0,1268000000.0,62053000000.0,35275000000.0
March 2010,1000000000.0,519000000.0,62970000000.0,36798000000.0
June 2010,1001000000.0,787000000.0,63755000000.0,38327000000.0
September 2010,986000000.0,837000000.0,65222000000.0,39454000000.0
December 2010,1134000000.0,1164000000.0,68565000000.0,40572000000.0
March 2011,1057000000.0,586000000.0,68760000000.0,41009000000.0
June 2011,1047000000.0,941000000.0,72119000000.0,44353000000.0
September 2011,901000000.0,1098000000.0,74163000000.0,46347000000.0
December 2011,913000000.0,1393000000.0,79986000000.0,49810000000.0
March 2012,835000000.0,923000000.0,80205000000.0,50131000000.0
June 2012,857000000.0,967000000.0,81595000000.0,51608000000.0
September 2012,853000000.0,1032000000.0,83654000000.0,53778000000.0
December 2012,753000000.0,978000000.0,88896000000.0,57309000000.0
March 2013,705000000.0,1106000000.0,90447000000.0,59490000000.0
June 2013,763000000.0,1088000000.0,92091000000.0,61310000000.0
September 2013,755000000.0,1158000000.0,94633000000.0,64162000000.0
December 2013,848000000.0,1233000000.0,92663000000.0,65074000000.0
March 2014,809000000.0,965000000.0,91575000000.0,64777000000.0
June 2014,733000000.0,1653000000.0,92737000000.0,65527000000.0
September 2014,750000000.0,1362000000.0,92653000000.0,65218000000.0
December 2014,755000000.0,1466000000.0,99198000000.0,67785000000.0
March 2015,769000000.0,1336000000.0,97775000000.0,66421000000.0
June 2015,800000000.0,1110000000.0,98102000000.0,66806000000.0
September 2015,857000000.0,1704000000.0,98998000000.0,67576000000.0
December 2015,905000000.0,1026000000.0,94408000000.0,68234000000.0
March 2016,917000000.0,1219000000.0,91547000000.0,65587000000.0
June 2016,2127000000.0,-234000000.0,89609000000.0,63507000000.0
September 2016,857000000.0,2279000000.0,88950000000.0,62237000000.0
December 2016,726000000.0,1631000000.0,89997000000.0,62488000000.0
March 2017,838000000.0,1451000000.0,89673000000.0,62367000000.0
June 2017,813000000.0,1761000000.0,90036000000.0,62831000000.0
September 2017,768000000.0,1853000000.0,91007000000.0,64142000000.0
December 2017,760000000.0,3132000000.0,92333000000.0,65161000000.0
March 2018,764000000.0,2477000000.0,113549000000.0,86543000000.0
June 2018,827000000.0,2196000000.0,113195000000.0,86401000000.0
September 2018,826000000.0,2363000000.0,114659000000.0,87686000000.0
December 2018,852000000.0,3424000000.0,117359000000.0,87830000000.0
March 2019,866000000.0,2149000000.0,120209000000.0,89509000000.0
June 2019,826000000.0,-2942000000.0,126261000000.0,95111000000.0
September 2019,778000000.0,1167000000.0,132598000000.0,101656000000.0
December 2019,749000000.0,-1010000000.0,133625000000.0,102229000000.0
March 2020,672000000.0,-628000000.0,143075000000.0,111011000000.0
June 2020,625000000.0,-2376000000.0,162872000000.0,130277000000.0
September 2020,574000000.0,-449000000.0,161261000000.0,131012000000.0
December 2020,605000000.0,-8420000000.0,152136000000.0,121642000000.0
March 2021,499000000.0,-537000000.0,150035000000.0,119945000000.0
June 2021,497000000.0,587000000.0,148935000000.0,119095000000.0
September 2021,575000000.0,-109000000.0,146846000000.0,116888000000.0
December 2021,678000000.0,-4143000000.0,138552000000.0,108666000000.0
March 2022,633000000.0,-1219000000.0,135801000000.0,106012000000.0
June 2022,698000000.0,193000000.0,135479000000.0,106000000000.0
