,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2012,120000.0,75000.0,,-120000.0,,
March 2013,224000.0,141000.0,,-224000.0,,
June 2013,396000.0,300000.0,,-396000.0,,
September 2013,1212000.0,953000.0,,-1210000.0,,
December 2013,2387000.0,1746000.0,,-2383000.0,65489000.0,65477000.0
March 2014,6177000.0,4498000.0,,-6168000.0,61120000.0,61093000.0
June 2014,8143000.0,5639000.0,,-8110000.0,113079000.0,112970000.0
September 2014,6097000.0,3755000.0,,-6072000.0,107331000.0,107115000.0
December 2014,6816000.0,4802000.0,,-6789000.0,101920000.0,101504000.0
March 2015,6762000.0,4809000.0,,-6732000.0,95593000.0,95180000.0
June 2015,6912000.0,4991000.0,,-6883000.0,90606000.0,90179000.0
September 2015,7128000.0,5033000.0,,-7095000.0,84673000.0,84035000.0
December 2015,6460000.0,4579000.0,,-6420000.0,79619000.0,73755000.0
March 2016,6112000.0,3437000.0,,-6060000.0,73069000.0,69435000.0
June 2016,5026000.0,3161000.0,,-4947000.0,68936000.0,62052000.0
September 2016,5776000.0,3754000.0,,-5683000.0,65197000.0,61366000.0
December 2016,5910000.0,3509000.0,,-5809000.0,61576000.0,58037000.0
March 2017,6623000.0,3780000.0,2949500.0,-6492000.0,74048000.0,68412000.0
June 2017,6922000.0,3866000.0,2949500.0,-6767000.0,78877000.0,75272000.0
September 2017,8146000.0,4877000.0,3269000.0,-7890000.0,96656000.0,87215000.0
December 2017,9962000.0,5142000.0,,-9730000.0,90822000.0,81817000.0
March 2018,10248000.0,5346000.0,4902000.0,-9971000.0,80167000.0,72207000.0
June 2018,11590000.0,5820000.0,5770000.0,-11241000.0,122145000.0,111471000.0
September 2018,14195000.0,7477000.0,6608000.0,-13037000.0,113388000.0,95852000.0
December 2018,17189000.0,7756000.0,,-15441000.0,106482000.0,80069000.0
March 2019,17145000.0,7152000.0,9901000.0,-16055000.0,132681000.0,102712000.0
June 2019,15968000.0,6734000.0,9065000.0,-14307000.0,117076000.0,86745000.0
September 2019,16811000.0,7290000.0,9382000.0,-15293000.0,125335000.0,93995000.0
December 2019,16899000.0,7134000.0,,-15734000.0,114024000.0,79345000.0
March 2020,,8867000.0,,-22761000.0,92721000.0,58414000.0
June 2020,,7398000.0,,24046000.0,115942000.0,72771000.0
September 2020,,7387000.0,,-12183000.0,104539000.0,67756000.0
December 2020,,7629000.0,,-10898000.0,95814000.0,62624000.0
March 2021,,6287000.0,,-9740000.0,109979000.0,79091000.0
June 2021,,5573000.0,,-9128000.0,108872000.0,79083000.0
