,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2014,-125000.0,,,
June 2014,-1259000.0,,,
September 2014,-1366000.0,,,
December 2014,-1977000.0,191783000.0,17668000.0,174115000.0
March 2015,-3063000.0,,,
June 2015,-3620000.0,344858000.0,18609000.0,326249000.0
September 2015,2020000.0,398798000.0,14936000.0,383862000.0
December 2015,5275000.0,407045000.0,19546000.0,387499000.0
March 2016,3517000.0,402838000.0,15940000.0,386898000.0
June 2016,4168000.0,398866000.0,14538000.0,384328000.0
September 2016,5828000.0,399436000.0,17592000.0,381844000.0
December 2016,-13721000.0,409511000.0,26541000.0,382970000.0
March 2017,5896000.0,404602000.0,25069000.0,379533000.0
