,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2018,10973500.0,10948250.0,,
June 2018,10973500.0,10948250.0,,
September 2018,10973500.0,10948250.0,,
December 2018,10973500.0,10948250.0,,
March 2019,5818000.0,11552000.0,,
June 2019,5818000.0,19650000.0,,
September 2019,7844000.0,19619000.0,,
December 2019,9820000.0,15227000.0,386796000.0,86582000.0
March 2020,10325000.0,27346000.0,,
June 2020,11962000.0,27337000.0,,
September 2020,15846000.0,-50032000.0,1546805000.0,1181072000.0
December 2020,23683000.0,-298274000.0,1470114000.0,1086368000.0
March 2021,26160000.0,1668000.0,1510974000.0,1123380000.0
June 2021,29567000.0,31061000.0,1586929000.0,1075750000.0
September 2021,35073000.0,-18069000.0,1614365000.0,1051540000.0
December 2021,35060000.0,-39914000.0,1607625000.0,1088827000.0
March 2022,35042000.0,12293000.0,1538328000.0,994723000.0
June 2022,35404000.0,-1415000.0,1591996000.0,893957000.0
