,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2008,83939500.0,96844000.0,
June 2008,83939500.0,96844000.0,
September 2008,83939500.0,96844000.0,
December 2008,83939500.0,96844000.0,
March 2009,86557000.0,124898000.0,
June 2009,86949000.0,168380000.0,
September 2009,92009000.0,-86674000.0,
December 2009,104642000.0,291282000.0,15306524000.0
March 2010,99769000.0,121031000.0,
June 2010,106062000.0,214071000.0,16558280000.0
September 2010,103435000.0,248060000.0,16846530000.0
December 2010,140619000.0,273561000.0,16445731000.0
March 2011,116520000.0,-374541000.0,17673924000.0
June 2011,118105000.0,110287000.0,18196848000.0
September 2011,114537000.0,221277000.0,17943930000.0
December 2011,109989000.0,89282000.0,17806059000.0
March 2012,123652000.0,135837000.0,19025600000.0
June 2012,161331000.0,189066000.0,18721412000.0
September 2012,134611000.0,232148000.0,18897781000.0
December 2012,141387000.0,-9810000.0,18852344000.0
March 2013,141475000.0,311557000.0,19710942000.0
June 2013,149034000.0,83725000.0,19846313000.0
September 2013,140699000.0,150635000.0,19932949000.0
December 2013,144182000.0,181546000.0,19634784000.0
March 2014,152729000.0,147249000.0,20997634000.0
June 2014,151081000.0,200686000.0,21446457000.0
September 2014,152916000.0,289126000.0,20965047000.0
December 2014,165150000.0,173685000.0,19955736000.0
March 2015,163241000.0,165825000.0,20458819000.0
June 2015,148482000.0,73371000.0,20704875000.0
September 2015,144727000.0,257642000.0,20557341000.0
December 2015,140371000.0,144790000.0,19981891000.0
March 2016,149901000.0,48386000.0,20978190000.0
June 2016,146746000.0,129460000.0,21249440000.0
September 2016,142906000.0,186613000.0,21222391000.0
December 2016,163164000.0,148909000.0,20813691000.0
March 2017,161260000.0,19855000.0,21246967000.0
June 2017,147816000.0,95686000.0,21499638000.0
September 2017,124629000.0,-457084000.0,21818150000.0
December 2017,145723000.0,-27426000.0,24760177000.0
March 2018,169837000.0,73202000.0,25087309000.0
June 2018,165213000.0,103514000.0,25018486000.0
September 2018,154894000.0,54095000.0,24843026000.0
December 2018,137445000.0,-187790000.0,24132566000.0
March 2019,175091000.0,108781000.0,25557582000.0
June 2019,165395000.0,177043000.0,25870174000.0
September 2019,155522000.0,38401000.0,25495526000.0
December 2019,138823000.0,-752000.0,25604054000.0
March 2020,157060000.0,-177827000.0,25948768000.0
June 2020,140652000.0,120040000.0,26359173000.0
September 2020,138823000.0,-65382000.0,26452996000.0
December 2020,143255000.0,2745000.0,25877687000.0
March 2021,158408000.0,123300000.0,27085827000.0
June 2021,162452000.0,235473000.0,27581730000.0
September 2021,157960000.0,54948000.0,27935137000.0
December 2021,184484000.0,204888000.0,27368970000.0
March 2022,169041000.0,149200000.0,27808558000.0
June 2022,165586000.0,34778000.0,27619427000.0
