,Assets,AssetsCurrent,AssetsNoncurrent
March 2011,,,
June 2011,2999892.0,202268.0,2797624.0
September 2011,2946190.0,238742.0,2707448.0
December 2011,2642611.0,261727.0,2380884.0
March 2012,2585226.0,284166.0,2301060.0
June 2012,2479957.0,273710.0,
September 2012,2339156.0,204345.0,
December 2012,1183476.0,236328.0,
March 2013,1114573.0,189998.0,
June 2013,1145836.0,487960.0,
September 2013,888269.0,244501.0,
December 2013,686173.0,247096.0,
