,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,24418000.0,-5686250.0,,
June 2009,24418000.0,-5686250.0,,
September 2009,24418000.0,-5686250.0,,
December 2009,24418000.0,-5686250.0,,
March 2010,27837000.0,13400000.0,,
June 2010,29478000.0,31602000.0,,
September 2010,33095000.0,46269000.0,,
December 2010,31429000.0,55471000.0,887871000.0,398678000.0
March 2011,36057000.0,65524000.0,,
June 2011,35956000.0,73165000.0,1114792000.0,510129000.0
September 2011,37190000.0,83111000.0,1214031000.0,565293000.0
December 2011,42083000.0,74581000.0,1338211000.0,626555000.0
March 2012,44927000.0,80755000.0,1369007000.0,591627000.0
June 2012,43115000.0,72260000.0,1383641000.0,594879000.0
September 2012,43016000.0,66040000.0,1358146000.0,557504000.0
December 2012,44691000.0,55381000.0,1367163000.0,567827000.0
March 2013,44914000.0,35076000.0,1352576000.0,550665000.0
June 2013,47611000.0,40416000.0,1328982000.0,546392000.0
September 2013,47096000.0,53760000.0,1352329000.0,571929000.0
December 2013,45544000.0,37643000.0,1383860000.0,604925000.0
March 2014,48708000.0,39388000.0,1434295000.0,672828000.0
June 2014,47603000.0,63283000.0,1530861000.0,768227000.0
September 2014,50814000.0,64885000.0,1616033000.0,785056000.0
December 2014,49992000.0,77637000.0,1759358000.0,851628000.0
March 2015,42637000.0,7548000.0,1549980000.0,634233000.0
June 2015,40208000.0,-34055000.0,1383782000.0,511605000.0
September 2015,35921000.0,-35173000.0,1288091000.0,478042000.0
December 2015,37813000.0,-37881000.0,1237094000.0,492208000.0
March 2016,43546000.0,-32511000.0,1155196000.0,463462000.0
June 2016,36458000.0,-48686000.0,1091277000.0,449537000.0
September 2016,34859000.0,-38942000.0,1052892000.0,455806000.0
December 2016,35827000.0,-21107000.0,1035452000.0,479057000.0
March 2017,37157000.0,3634000.0,1049054000.0,524653000.0
June 2017,40288000.0,43840000.0,1105885000.0,601678000.0
September 2017,39738000.0,57334000.0,1148626000.0,642440000.0
December 2017,42011000.0,57703000.0,1147224000.0,640135000.0
March 2018,43814000.0,52130000.0,1181017000.0,652082000.0
June 2018,42534000.0,59943000.0,1218648000.0,631058000.0
September 2018,41787000.0,49967000.0,1245662000.0,663590000.0
December 2018,40016000.0,13362000.0,1199580000.0,618938000.0
March 2019,45421000.0,-739000.0,1226492000.0,577852000.0
June 2019,43293000.0,6171000.0,1223967000.0,540127000.0
September 2019,42571000.0,-69181000.0,1109863000.0,481111000.0
December 2019,36842000.0,-23362000.0,1053218000.0,436858000.0
March 2020,36530000.0,-160423000.0,869132000.0,479824000.0
June 2020,28775000.0,-25093000.0,782868000.0,409103000.0
September 2020,32376000.0,-16437000.0,800877000.0,430328000.0
December 2020,26017000.0,-10239000.0,790505000.0,428359000.0
March 2021,30595000.0,-9662000.0,800073000.0,449641000.0
June 2021,29403000.0,-726000.0,790206000.0,446228000.0
September 2021,31446000.0,5266000.0,826640000.0,457855000.0
December 2021,32128000.0,12339000.0,864365000.0,492010000.0
March 2022,36240000.0,15079000.0,891168000.0,517202000.0
June 2022,35879000.0,46939000.0,965079000.0,583220000.0
