,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 1998,,0.0,,-82000.0,,,
September 1998,,0.0,,-82000.0,,,
December 1998,,0.0,,-82000.0,,,
March 1999,,0.0,,-82000.0,,,
June 1999,,0.0,,-82000.0,,,
September 1999,,0.0,,-82000.0,,,
December 1999,,0.0,,28941.176470588234,,,
March 2000,,0.0,,28941.176470588234,,,
June 2000,,0.0,,28941.176470588234,,,
September 2000,,0.0,,28941.176470588234,,,
December 2000,,0.0,,28941.176470588234,,,
March 2001,,0.0,,28941.176470588234,,,
June 2001,,0.0,,28941.176470588234,,,
September 2001,,0.0,,28941.176470588234,,,
December 2001,,0.0,,28941.176470588234,,,
March 2002,,0.0,,28941.176470588234,,,
June 2002,,0.0,,28941.176470588234,,,
September 2002,,0.0,,28941.176470588234,,,
December 2002,,0.0,,28941.176470588234,,,
March 2003,,0.0,,28941.176470588234,,,
June 2003,,0.0,,28941.176470588234,,,
September 2003,,0.0,,28941.176470588234,,,
December 2003,,0.0,,28941.176470588234,,,
March 2004,,0.0,,28941.176470588234,,,
June 2004,,0.0,,28941.176470588234,,,
September 2004,,0.0,,28941.176470588234,,,
December 2004,,0.0,,28941.176470588234,,,
March 2005,,0.0,,28941.176470588234,,,
June 2005,,0.0,,28941.176470588234,,,
September 2005,,0.0,,28941.176470588234,,,
December 2005,,0.0,,28941.176470588234,,,
March 2006,,0.0,,28941.176470588234,,,
June 2006,,0.0,,28941.176470588234,,,
September 2006,,0.0,,28941.176470588234,,,
December 2006,,0.0,,28941.176470588234,,,
March 2007,,0.0,,28941.176470588234,,,
June 2007,,0.0,,28941.176470588234,,,
September 2007,,0.0,,28941.176470588234,,,
December 2007,,0.0,,28941.176470588234,,,
March 2008,,0.0,,28941.176470588234,,,
June 2008,,19074333.333333332,,-29126333.333333332,,,
September 2008,,19074333.333333332,,-29126333.333333332,,,
December 2008,,19074333.333333332,,-29126333.333333332,,,
March 2009,,2568000.0,,-3461000.0,,,
June 2009,,2568000.0,,-3461000.0,,,
September 2009,,2568000.0,,-3461000.0,,,
December 2009,,2568000.0,,-3461000.0,,,
March 2010,,1863000.0,,-2976000.0,,,
June 2010,,1977000.0,,-3387000.0,,,
September 2010,,1828000.0,,-3073000.0,,,
December 2010,,1158000.0,,-14071000.0,83475000.0,82512000.0,
March 2011,,3241000.0,,-5133000.0,,,
June 2011,,3486000.0,,-5351000.0,74471000.0,73296000.0,
September 2011,,2957000.0,,-4655000.0,70694000.0,66186000.0,
December 2011,,3717000.0,,-5769000.0,67320000.0,62066000.0,
March 2012,,3799000.0,,-5698000.0,62540000.0,58230000.0,
June 2012,,4024000.0,,-5915000.0,57567000.0,53203000.0,
September 2012,,3928000.0,,-5834000.0,52618000.0,49773000.0,
December 2012,,4071000.0,,-6329000.0,47397000.0,44516000.0,
March 2013,,4197000.0,,-6331000.0,41761000.0,38877000.0,
June 2013,,4582000.0,,-6647000.0,36706000.0,33374000.0,
September 2013,,5088000.0,,-7191000.0,31057000.0,27497000.0,
December 2013,,5345000.0,,-7753000.0,24785000.0,21136000.0,3649000.0
March 2014,,4879000.0,,-7276000.0,17861000.0,14379000.0,
June 2014,,2973000.0,,-4833000.0,13311000.0,10041000.0,
September 2014,,2930000.0,,-4397000.0,9939000.0,6477000.0,
December 2014,,3536000.0,,-34531000.0,30195000.0,27215000.0,2980000.0
March 2015,,3264000.0,1802500.0,-23357000.0,24930000.0,21939000.0,
June 2015,,4067000.0,1802500.0,5854000.0,20199000.0,17247000.0,
September 2015,,4404000.0,1802500.0,-34868000.0,15576000.0,12629000.0,2947000.0
December 2015,,5025000.0,1802500.0,-30223000.0,20071000.0,17292000.0,2779000.0
March 2016,7256000.0,5288000.0,2193000.0,-40798000.0,25141000.0,22466000.0,2675000.0
June 2016,7256000.0,4665000.0,2366000.0,-4555000.0,19471000.0,16836000.0,2635000.0
September 2016,6149000.0,4212000.0,1937000.0,-23943000.0,14269000.0,11755000.0,2514000.0
December 2016,,4006000.0,2113000.0,15198000.0,9483000.0,7146000.0,2337000.0
March 2017,6066000.0,3964000.0,2102000.0,1424000.0,4268000.0,2179000.0,2089000.0
June 2017,5060000.0,3083000.0,1977000.0,-503000.0,32071000.0,30158000.0,1913000.0
September 2017,4779000.0,3092000.0,1687000.0,6053000.0,26683000.0,24886000.0,
December 2017,,2621000.0,2806000.0,160000.0,22661000.0,21142000.0,1519000.0
March 2018,5729000.0,2435000.0,3294000.0,23343000.0,18601000.0,17202000.0,
June 2018,5640000.0,2505000.0,3135000.0,1927000.0,14537000.0,12642000.0,
September 2018,4550000.0,1729000.0,2821000.0,-9036000.0,10626000.0,8725000.0,
