,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2006,1049747.9411764706,66617.4705882353,-2715.0,,,
June 2006,1049747.9411764706,66617.4705882353,-275168.25,,,
September 2006,1049747.9411764706,66617.4705882353,-275168.25,,,
December 2006,1049747.9411764706,66617.4705882353,-275168.25,,,
March 2007,1049747.9411764706,66617.4705882353,-275168.25,,,
June 2007,1049747.9411764706,66617.4705882353,-453141.75,,,
September 2007,1049747.9411764706,66617.4705882353,-453141.75,,,
December 2007,1049747.9411764706,66617.4705882353,-453141.75,,,
March 2008,1049747.9411764706,66617.4705882353,-453141.75,,,
June 2008,1049747.9411764706,66617.4705882353,-1136130.25,,,
September 2008,1049747.9411764706,66617.4705882353,-1136130.25,,,
December 2008,1049747.9411764706,66617.4705882353,-1136130.25,,,
March 2009,1049747.9411764706,66617.4705882353,-1136130.25,,,
June 2009,1049747.9411764706,66617.4705882353,-3869721.0,,,
September 2009,1049747.9411764706,66617.4705882353,-3869721.0,,,
December 2009,1049747.9411764706,66617.4705882353,-3869721.0,,,
March 2010,1049747.9411764706,66617.4705882353,-3869721.0,,,
June 2010,2734681.0,0.0,-2735325.0,,,
September 2010,2715709.0,82889.0,-2714431.0,,,
December 2010,1341767.0,226451.0,-1341055.0,,,
March 2011,1435174.0,268173.0,-1434666.0,407237.0,345306.0,61931.0
June 2011,1508332.0,192132.0,-1507654.0,,,
September 2011,1335091.0,63743.0,-1811008.0,2712827.0,989466.0,1723361.0
December 2011,1196609.0,15000.0,-1317480.0,2183308.0,582639.0,1600669.0
March 2012,595299.0,127500.0,-759350.0,1584597.0,164761.0,1419836.0
June 2012,1142718.0,22278.0,-1131620.0,2297000.0,1172140.0,1124860.0
September 2012,1231808.0,127500.0,-1330197.0,1721028.0,754874.0,966154.0
December 2012,1819460.0,72670.0,-2171947.0,1711859.0,856983.0,854876.0
March 2013,1526257.0,75000.0,-2820859.0,699051.0,384991.0,
June 2013,531026.0,27838.0,-681054.0,1675718.0,1389855.0,
September 2013,638332.0,98750.0,-639977.0,1144415.0,886748.0,
December 2013,446498.0,36250.0,-755396.0,775315.0,554452.0,
March 2014,296595.0,0.0,0.0,496981.0,303628.0,193353.0
June 2014,533322.0,220338.0,-833701.0,959403.0,793560.0,
September 2014,613513.0,138444.0,-989650.0,959268.0,820936.0,138332.0
December 2014,522164.0,111906.0,-1399001.0,1032711.0,921889.0,110822.0
