,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2019,128500000.0,15000000.0,,,
June 2019,128500000.0,15000000.0,,,
September 2019,128500000.0,15000000.0,,,
December 2019,128500000.0,15000000.0,,,
March 2020,142000000.0,-12000000.0,,,
June 2020,168000000.0,-65000000.0,,,
September 2020,157000000.0,18000000.0,,,
December 2020,144000000.0,28000000.0,6548000000.0,1836000000.0,4712000000.0
March 2021,171000000.0,14000000.0,,,
June 2021,177000000.0,11000000.0,7068000000.0,1963000000.0,5105000000.0
September 2021,171000000.0,72000000.0,7133000000.0,1958000000.0,5175000000.0
December 2021,195000000.0,56000000.0,7271000000.0,2099000000.0,5172000000.0
March 2022,190000000.0,37000000.0,7126000000.0,2030000000.0,5096000000.0
June 2022,220000000.0,51000000.0,8706000000.0,2256000000.0,6450000000.0
