,OperatingExpenses,NetIncomeLoss,Assets
March 2009,118430250.0,10148500.0,
June 2009,118430250.0,10148500.0,
September 2009,118430250.0,10148500.0,
December 2009,118430250.0,10148500.0,
March 2010,116082000.0,2509000.0,
June 2010,116082000.0,-6887000.0,
September 2010,119313000.0,4702000.0,
December 2010,81427000.0,22942000.0,5371685000.0
March 2011,129612000.0,2411000.0,
June 2011,127409000.0,-4482000.0,5919276000.0
September 2011,125528000.0,5102000.0,5805377000.0
December 2011,34017000.0,53611000.0,5776567000.0
March 2012,121331000.0,31131000.0,5696327000.0
June 2012,115688000.0,10914000.0,5658766000.0
September 2012,116743000.0,-5859000.0,5620168000.0
December 2012,55240000.0,11853000.0,5730949000.0
March 2013,130582000.0,-22608000.0,5639815000.0
June 2013,110678000.0,20601000.0,5603439000.0
September 2013,100211000.0,4800000.0,5562625000.0
December 2013,90533000.0,12927000.0,4592482000.0
March 2014,109731000.0,3400000.0,4548130000.0
June 2014,110532000.0,8021000.0,4681371000.0
September 2014,112153000.0,24988000.0,4883587000.0
December 2014,119512000.0,56226000.0,4738878000.0
March 2015,122007000.0,5598000.0,5157608000.0
June 2015,118364000.0,8709000.0,5126233000.0
September 2015,113535000.0,20143000.0,5222679000.0
December 2015,107579000.0,10169000.0,4678118000.0
March 2016,101851000.0,6697000.0,4634798000.0
June 2016,96764000.0,13286000.0,4461476000.0
September 2016,90574000.0,36898000.0,4319925000.0
December 2016,85074000.0,27400000.0,4299793000.0
March 2017,66280000.0,74722000.0,4190453000.0
June 2017,59915000.0,1133000.0,4152977000.0
September 2017,51873000.0,101534000.0,4043280000.0
December 2017,61961000.0,-1348000.0,4511539000.0
March 2018,60646000.0,1498000.0,4638800000.0
June 2018,91789000.0,-3439000.0,4255740000.0
September 2018,58053000.0,6429000.0,4251735000.0
December 2018,60427000.0,5003000.0,4173993000.0
March 2019,61590000.0,3513000.0,4223729000.0
June 2019,58209000.0,47747000.0,4044795000.0
September 2019,84250000.0,-20286000.0,3925801000.0
December 2019,82740000.0,-21777000.0,4244945000.0
March 2020,78556000.0,6290000.0,4400991000.0
June 2020,66712000.0,5085000.0,4385689000.0
September 2020,68674000.0,5367000.0,4371056000.0
December 2020,130873000.0,98968000.0,4086518000.0
March 2021,63604000.0,477000.0,4049392000.0
June 2021,64207000.0,-5877000.0,4046443000.0
September 2021,62017000.0,-10153000.0,4053189000.0
