,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2012,9325.0,,-9325.0,19075.0,19075.0
December 2012,9960.0,,-9960.0,,
March 2013,4930.0,,-4930.0,10785.0,10785.0
June 2013,2550.0,,-2550.0,55403.0,55403.0
September 2013,4910.0,,-4910.0,47643.0,23753.0
December 2013,14760.0,,-14760.0,32133.0,9503.0
March 2014,3033.0,,-3033.0,29100.0,7703.0
June 2014,3047.0,,-3047.0,27853.0,7703.0
September 2014,6804.0,,-6804.0,26872.0,7982.0
December 2014,21792.0,334187.0,-21792.0,0.0,0.0
March 2015,,514277.0,-514277.0,10689.0,4733.0
June 2015,,537248.0,-537248.0,6287.0,4798.0
September 2015,,1142468.0,-1142468.0,242113.0,2215.0
December 2015,,682647.0,-682305.0,847556.0,842556.0
March 2016,,808346.0,-808075.0,363787.0,356287.0
June 2016,,773825.0,-773985.0,310026.0,268907.0
September 2016,,988439.0,-989060.0,775992.0,734873.0
December 2016,,1339657.0,-1378253.0,3759777.0,86346.0
March 2017,,2212400.0,-2300634.0,5542095.0,1741308.0
June 2017,,1148988.0,-1226284.0,4399164.0,495831.0
September 2017,,1532446.0,-1594790.0,4226239.0,329878.0
December 2017,,1382517.0,-1489244.0,4817411.0,736263.0
March 2018,,1408303.0,-13658207.0,8724119.0,1193566.0
June 2018,,1411849.0,-1563358.0,10342416.0,2446201.0
September 2018,,1740429.0,-805632.0,13326557.0,4130531.0
December 2018,,3115163.0,-3070206.0,10395787.0,2074945.0
March 2019,,2568001.0,-2775116.0,9647230.0,932180.0
June 2019,,2927187.0,-2789023.0,13312758.0,1376373.0
September 2019,,3022403.0,-2964887.0,14376486.0,1818362.0
December 2019,,2841511.0,-2860193.0,13988299.0,1170372.0
March 2020,,3546391.0,-3938281.0,13909096.0,3428334.0
June 2020,,,-3365982.0,13916818.0,3138595.0
September 2020,,,-4143326.0,12930874.0,1765234.0
December 2020,,,-3562846.0,12141496.0,1193900.0
March 2021,,,3145673.0,15972306.0,5690727.0
June 2021,,,-2420039.0,14528820.0,4762571.0
September 2021,,,3003891.0,20476367.0,9879819.0
December 2021,,,-2676790.0,17733026.0,7952195.0
March 2022,,,-4158519.0,16457855.0,6608667.0
June 2022,,,-2698775.0,17193132.0,4979676.0
