,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,53125000.0,,6525000.0,,,
June 2009,53125000.0,,6525000.0,,,
September 2009,53125000.0,,6525000.0,,,
December 2009,53125000.0,,6525000.0,,,
March 2010,58200000.0,300000.0,1200000.0,,,
June 2010,55800000.0,300000.0,4600000.0,,,
September 2010,58600000.0,300000.0,11800000.0,,,
December 2010,64300000.0,300000.0,11600000.0,854500000.0,189200000.0,665300000.0
March 2011,55800000.0,225000.0,-1000000.0,,,
June 2011,63800000.0,225000.0,9000000.0,817600000.0,166000000.0,651600000.0
September 2011,62000000.0,225000.0,16800000.0,807900000.0,171100000.0,636800000.0
December 2011,60100000.0,225000.0,6700000.0,820200000.0,184000000.0,636200000.0
March 2012,62100000.0,200000.0,-900000.0,788500000.0,170900000.0,617600000.0
June 2012,64800000.0,200000.0,-1900000.0,794200000.0,186300000.0,607900000.0
September 2012,65600000.0,200000.0,16700000.0,828000000.0,221900000.0,606100000.0
December 2012,64500000.0,200000.0,-500000.0,810500000.0,220700000.0,589800000.0
March 2013,60600000.0,450000.0,-1000000.0,831000000.0,184200000.0,646800000.0
June 2013,64800000.0,450000.0,9500000.0,952500000.0,224300000.0,728200000.0
September 2013,67700000.0,450000.0,13700000.0,982500000.0,251600000.0,730900000.0
December 2013,67700000.0,450000.0,19000000.0,1067300000.0,265500000.0,801800000.0
March 2014,57400000.0,425000.0,-3100000.0,998400000.0,174900000.0,823500000.0
June 2014,59600000.0,425000.0,3600000.0,1005200000.0,182800000.0,822400000.0
September 2014,60100000.0,425000.0,4800000.0,993600000.0,164600000.0,829000000.0
December 2014,65200000.0,425000.0,8100000.0,991400000.0,172400000.0,819000000.0
March 2015,93600000.0,375000.0,-9000000.0,985600000.0,128600000.0,857000000.0
June 2015,66100000.0,375000.0,10100000.0,1010500000.0,172700000.0,837800000.0
September 2015,63900000.0,375000.0,7700000.0,1006200000.0,178200000.0,828000000.0
December 2015,74900000.0,375000.0,6600000.0,1084300000.0,209800000.0,874500000.0
March 2016,70400000.0,850000.0,-5500000.0,1037600000.0,161700000.0,875900000.0
June 2016,,850000.0,6800000.0,1045700000.0,173700000.0,872000000.0
September 2016,,850000.0,6900000.0,1029800000.0,180000000.0,849800000.0
December 2016,,850000.0,14700000.0,1057400000.0,221100000.0,836300000.0
March 2017,,900000.0,-5000000.0,1151900000.0,163300000.0,988600000.0
June 2017,,900000.0,5200000.0,1121700000.0,145400000.0,976300000.0
September 2017,,900000.0,9400000.0,1153400000.0,161700000.0,991700000.0
December 2017,,900000.0,-900000.0,1173100000.0,212600000.0,960500000.0
March 2018,,425000.0,-1900000.0,1157700000.0,192600000.0,965100000.0
June 2018,,425000.0,4200000.0,1132700000.0,190700000.0,942000000.0
September 2018,,425000.0,11200000.0,1120000000.0,183300000.0,936700000.0
December 2018,,425000.0,16300000.0,1141800000.0,230900000.0,910900000.0
March 2019,,900000.0,-1100000.0,1117900000.0,187200000.0,930700000.0
June 2019,,900000.0,8900000.0,1104000000.0,191000000.0,913000000.0
September 2019,,900000.0,9200000.0,1084100000.0,187600000.0,896500000.0
December 2019,,900000.0,19100000.0,1130000000.0,254300000.0,875700000.0
March 2020,,475000.0,-3700000.0,1204600000.0,327200000.0,877400000.0
June 2020,,475000.0,-13800000.0,1147900000.0,277700000.0,870200000.0
September 2020,,475000.0,-12700000.0,1097800000.0,233400000.0,864400000.0
December 2020,,475000.0,-35200000.0,886200000.0,199900000.0,686300000.0
March 2021,,425000.0,-19400000.0,895000000.0,212700000.0,682300000.0
June 2021,,425000.0,-22700000.0,851000000.0,175500000.0,675500000.0
September 2021,,425000.0,-15200000.0,820100000.0,153600000.0,666500000.0
December 2021,,425000.0,8600000.0,817400000.0,158400000.0,659000000.0
March 2022,,,-25200000.0,821600000.0,163800000.0,657800000.0
June 2022,,,-700000.0,789900000.0,142300000.0,647600000.0
