,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,10964500.0,7639000.0,,,,
June 2017,10964500.0,7639000.0,,,,
September 2017,10964500.0,7639000.0,,,,
December 2017,10964500.0,7639000.0,,,,
March 2018,38310500.0,28861500.0,,,,
June 2018,38310500.0,28861500.0,,,,
September 2018,41456000.0,31148000.0,,,,
December 2018,65583000.0,51202000.0,,,464941000.0,445223000.0
March 2019,63752000.0,44853000.0,23588250.0,,,
June 2019,69318000.0,52331000.0,23588250.0,-69000.0,,
September 2019,81273000.0,55278000.0,23588250.0,,640530000.0,558155000.0
December 2019,92457000.0,57485000.0,23588250.0,,631679000.0,568622000.0
March 2020,102487000.0,68225000.0,34262000.0,,989799000.0,924957000.0
June 2020,124567000.0,86598000.0,37969000.0,,905227000.0,861935000.0
September 2020,128066000.0,92050000.0,36016000.0,,787693000.0,745384000.0
December 2020,127611000.0,90174000.0,37437000.0,,703588000.0,642824000.0
March 2021,167966000.0,122559000.0,45407000.0,,1093308000.0,945114000.0
June 2021,,101960000.0,45970000.0,,1081486000.0,909871000.0
September 2021,,104305000.0,46084000.0,,781524000.0,639710000.0
December 2021,,122200000.0,54749000.0,,1012792000.0,888858000.0
March 2022,,107649000.0,43713000.0,,813149000.0,716230000.0
June 2022,,108400000.0,36426000.0,,862233000.0,771280000.0
