,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2014,,-1375.0,,,
March 2015,,-1800.0,,,
June 2015,,-1250.0,,,
September 2015,,-125.0,,,
December 2015,,-4196.0,,,
March 2016,,-17028.0,30133.0,30133.0,
June 2016,,-5540.0,139124.0,139124.0,
September 2016,,-1442.0,154988.0,154988.0,
December 2016,,-11701.0,116744.0,116744.0,
March 2017,,-17774.0,104557.0,104557.0,
June 2017,,-1901.0,814523.0,146432.0,
September 2017,,-30067.0,21077090.0,16674104.0,
December 2017,,-1896066.0,750335.0,105777.0,
March 2018,,-76223.0,830004.0,158336.0,
June 2018,,-38702.0,746806.0,113150.0,
September 2018,,4386623.0,29239878.0,25321734.0,3918144.0
December 2018,,-453667.0,22639784.0,19241644.0,3398140.0
March 2019,,-8188.0,26058222.0,22772615.0,3285607.0
June 2019,,1893731.0,23825420.0,20708150.0,3117270.0
September 2019,,-1563893.0,25957985.0,23394045.0,2563940.0
December 2019,2975120.0,489753.0,24176158.0,21303244.0,2872914.0
March 2020,2975120.0,-1419998.0,23019296.0,20211754.0,2807542.0
June 2020,2629248.0,-549715.0,22767461.0,19524027.0,3243434.0
September 2020,3054764.0,517682.0,25630416.0,22048061.0,3582355.0
December 2020,2680306.0,2292903.0,26238293.0,22500257.0,3738036.0
March 2021,2356966.0,-79329.0,24104542.0,20764694.0,3339848.0
June 2021,2735654.0,-217804.0,24990650.0,21634998.0,3355652.0
September 2021,2660172.0,1078774.0,28455517.0,24614563.0,3840954.0
December 2021,2941303.0,-669726.0,24342669.0,20645571.0,3697098.0
March 2022,2733274.0,718280.0,24536153.0,21095500.0,3440653.0
June 2022,2505111.0,3441214.0,28387587.0,25469488.0,2918099.0
