,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,9713000.0,-52646000.0,,
June 2009,9713000.0,-159644000.0,,
September 2009,9713000.0,-151527000.0,,
December 2009,9713000.0,11779000.0,7322206000.0,859780000.0
March 2010,10010750.0,41598000.0,,
June 2010,10010750.0,15272000.0,7200932000.0,760172000.0
September 2010,10010750.0,67629000.0,7231785000.0,778615000.0
December 2010,10010750.0,-81444000.0,7383086000.0,991775000.0
March 2011,12143500.0,78121000.0,7229420000.0,878514000.0
June 2011,12143500.0,173319000.0,7303785000.0,965281000.0
September 2011,12143500.0,104185000.0,7324837000.0,1033202000.0
December 2011,12143500.0,71336000.0,7495996000.0,1276954000.0
March 2012,10651250.0,107774000.0,7501724000.0,1337094000.0
June 2012,10651250.0,3134170000.0,9535081000.0,2194415000.0
September 2012,10651250.0,74514000.0,9155042000.0,1862728000.0
December 2012,10651250.0,156244000.0,9054843000.0,1828182000.0
March 2013,12641000.0,123602000.0,8643197000.0,1599253000.0
June 2013,12641000.0,125522000.0,8951186000.0,1943963000.0
September 2013,12641000.0,62894000.0,8906312000.0,1951265000.0
December 2013,12641000.0,65197000.0,8844780000.0,1419013000.0
March 2014,13527250.0,93988000.0,8734175000.0,1377785000.0
June 2014,13527250.0,119961000.0,8624534000.0,1370118000.0
September 2014,13527250.0,136170000.0,8449357000.0,1259452000.0
December 2014,13527250.0,143122000.0,8375509000.0,1549746000.0
March 2015,13733250.0,105692000.0,8550009000.0,1803744000.0
June 2015,13733250.0,102849000.0,8408071000.0,1630366000.0
September 2015,13733250.0,166550000.0,8140881000.0,1416122000.0
December 2015,13733250.0,134633000.0,8046662000.0,561889000.0
March 2016,20536500.0,172440000.0,7928242000.0,562153000.0
June 2016,20536500.0,173015000.0,8139845000.0,933377000.0
September 2016,20536500.0,193901000.0,8422827000.0,1041369000.0
December 2016,20536500.0,204627000.0,8003595000.0,642649000.0
March 2017,23817000.0,207073000.0,7931806000.0,675732000.0
June 2017,27783000.0,202109000.0,8347704000.0,495237000.0
September 2017,29433000.0,275722000.0,8652416000.0,496562000.0
December 2017,15884000.0,-36996000.0,8329374000.0,470901000.0
March 2018,31000000.0,289441000.0,8299288000.0,500625000.0
June 2018,27485000.0,292352000.0,8299154000.0,481338000.0
September 2018,31011000.0,343000000.0,8273507000.0,494448000.0
December 2018,33504000.0,251052000.0,8173000000.0,478000000.0
March 2019,54000000.0,162000000.0,11225000000.0,907000000.0
June 2019,74000000.0,263000000.0,11316000000.0,1082000000.0
September 2019,78000000.0,246000000.0,11088000000.0,936000000.0
December 2019,74000000.0,243000000.0,11149000000.0,1003000000.0
March 2020,71000000.0,293000000.0,10935000000.0,883000000.0
June 2020,61000000.0,243000000.0,12465000000.0,2495000000.0
September 2020,64000000.0,272000000.0,10702000000.0,829000000.0
December 2020,67000000.0,-677000000.0,10333000000.0,967000000.0
March 2021,64000000.0,219000000.0,9988000000.0,905000000.0
June 2021,65000000.0,433000000.0,11201000000.0,2129000000.0
September 2021,68000000.0,343000000.0,10094000000.0,1036000000.0
December 2021,68000000.0,319000000.0,10274000000.0,1180000000.0
March 2022,67000000.0,309000000.0,10163000000.0,1056000000.0
June 2022,72000000.0,292000000.0,10270000000.0,1133000000.0
