,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,456269.0,,,
June 2010,1020378.0,,,
September 2010,829578.0,,,
December 2010,2199359.0,,89409186.0,44519179.0
March 2011,1650526.0,743062.75,,
June 2011,1154130.0,743062.75,115418371.0,68007435.0
September 2011,1465103.0,743062.75,130093747.0,77884058.0
December 2011,1972274.0,743062.75,123097920.0,69264419.0
March 2012,955201.0,253117.0,129560050.0,75385961.0
June 2012,1246440.0,871311.0,,
September 2012,1176968.0,-798649.0,130425251.0,76393539.0
December 2012,3897350.0,-3887294.0,141375680.0,83429519.0
March 2013,470411.0,-1502268.0,169246695.0,100177644.0
June 2013,7473800.0,-9444003.0,161588621.0,87051774.0
September 2013,518260.0,-6888099.0,169412413.0,95881003.0
December 2013,-7389777.0,-44044510.0,131552503.0,69650568.0
March 2014,190454.0,-2722440.0,127006866.0,66620886.0
June 2014,617691.0,-3359058.0,2277769.0,1739412.0
September 2014,32935.0,50373.0,2324965.0,1788375.0
December 2014,93883.0,-85101.0,2227331.0,1693403.0
March 2015,110474.0,-94366.0,2202883.0,1670089.0
June 2015,97407.0,-57700.0,2197564.0,1667038.0
September 2015,593237.0,-525190.0,1711285.0,1678385.0
December 2015,1728305.0,-1693209.0,137179.0,106533.0
March 2016,94431.0,-60686.0,130736.0,102147.0
June 2016,118409.0,-41227.0,149047.0,123443.0
September 2016,109820.0,-63601.0,196857.0,172332.0
December 2016,124725.0,-42348.0,346648.0,325184.0
March 2017,92525.0,-25883.0,258680.0,238850.0
June 2017,100552.0,-76193.0,218552.0,195512.0
September 2017,96983.0,-96933.0,340946.0,311901.0
December 2017,96578.0,-55283.0,248790.0,203250.0
March 2018,117267.0,-80457.0,144016.0,97986.0
June 2018,114614.0,-101906.0,362133.0,315499.0
September 2018,96389.0,-75679.0,140158.0,98740.0
December 2018,121478.0,-88058.0,92502.0,54029.0
March 2019,103214.0,-94754.0,147761.0,96178.0
June 2019,107760.0,-96324.0,164877.0,96849.0
September 2019,95977.0,16977.0,145936.0,73380.0
December 2019,107354.0,-124782.0,157567.0,82725.0
March 2020,109404.0,-38815.0,155076.0,92850.0
June 2020,97408.0,-77290.0,159533.0,107185.0
September 2020,85473.0,-56949.0,128699.0,86636.0
December 2020,117630.0,-98347.0,121642.0,46458.0
March 2021,137879.0,-186175.0,110715.0,49130.0
June 2021,108927.0,-110282.0,292814.0,243827.0
September 2021,98819.0,-83373.0,766313.0,710006.0
