,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2006,234888250.0,127388250.0,97376250.0,,,,
March 2007,234888250.0,127388250.0,97376250.0,,,,
June 2007,234888250.0,127388250.0,97376250.0,,,,
September 2007,234888250.0,127388250.0,97376250.0,,,,
December 2007,234363000.0,132096000.0,102267000.0,,,,
March 2008,234363000.0,132096000.0,102267000.0,,,,
June 2008,240604000.0,135837000.0,104767000.0,,,,
September 2008,242920000.0,133451000.0,106381000.0,,,,
December 2008,249411000.0,119828000.0,87846000.0,61943000.0,,,
March 2009,203643000.0,109448000.0,82276000.0,61943000.0,,,
June 2009,187284000.0,107578000.0,79706000.0,61943000.0,,,
September 2009,193482000.0,110126000.0,83356000.0,61943000.0,,,
December 2009,219362000.0,114398000.0,88481000.0,120459000.0,,,
March 2010,220440000.0,122780000.0,97660000.0,167140000.0,,,
June 2010,229057000.0,126987000.0,102070000.0,199491000.0,,,
September 2010,230489000.0,128140000.0,102349000.0,224994000.0,,,
December 2010,222767000.0,122745000.0,100022000.0,222106000.0,,,
March 2011,235728000.0,130460000.0,105268000.0,241826000.0,,,
June 2011,230799000.0,128476000.0,102323000.0,219935000.0,,,
September 2011,225222000.0,123889000.0,99094000.0,183527000.0,,,
December 2011,226018000.0,124378000.0,99045000.0,139382000.0,,,
March 2012,227529000.0,127537000.0,99992000.0,162899000.0,,,
June 2012,235403000.0,129694000.0,99873000.0,169768000.0,,,
September 2012,228003000.0,130394000.0,97609000.0,179187000.0,,,
December 2012,236795000.0,125164000.0,97560000.0,131222000.0,,,
March 2013,230813000.0,128110000.0,102703000.0,164472000.0,,,
June 2013,226720000.0,128892000.0,97773000.0,176239000.0,,,
September 2013,245008000.0,131034000.0,98197000.0,201554000.0,,,
December 2013,229509000.0,128646000.0,98178000.0,152586000.0,,,
March 2014,238343000.0,136203000.0,102085000.0,187433000.0,,,
June 2014,273744000.0,140095000.0,132989000.0,180606000.0,,,
September 2014,336108000.0,154797000.0,121424000.0,108695000.0,,,
December 2014,295673000.0,151706000.0,120171000.0,178757000.0,,,
March 2015,295814000.0,154233000.0,117371000.0,205338000.0,,,
June 2015,303768000.0,160784000.0,120030000.0,216478000.0,,,
September 2015,533166000.0,170736000.0,121400000.0,96305000.0,,,
December 2015,282248000.0,157428000.0,107462000.0,164504000.0,,,
March 2016,303524000.0,160235000.0,112186000.0,170573000.0,,,
June 2016,303583000.0,163227000.0,122909000.0,230430000.0,,,
September 2016,309706000.0,172926000.0,118881000.0,296157000.0,,,
December 2016,382236000.0,183954000.0,130659000.0,217129000.0,,,
March 2017,494608000.0,235232000.0,190686000.0,93564000.0,,,
June 2017,571803000.0,275670000.0,183980000.0,68916000.0,,,
September 2017,557815000.0,273746000.0,185721000.0,425770000.0,,,
December 2017,629652000.0,288506000.0,176809000.0,268172000.0,,,
March 2018,569836000.0,289472000.0,172146000.0,379831000.0,,,
June 2018,571607000.0,291642000.0,171487000.0,414464000.0,,,
September 2018,580092000.0,295609000.0,175296000.0,432965000.0,,,
December 2018,583830000.0,287382000.0,167342000.0,355006000.0,,,
March 2019,564397000.0,285846000.0,163128000.0,367937000.0,,,
June 2019,551085000.0,280102000.0,162825000.0,362374000.0,,,
September 2019,603830000.0,277018000.0,154799000.0,277694000.0,,,
December 2019,574714000.0,257073000.0,199280000.0,203874000.0,,,
March 2020,502654000.0,252413000.0,141775000.0,267696000.0,,,
June 2020,553454000.0,260794000.0,153753000.0,362665000.0,,,
September 2020,561412000.0,280239000.0,165115000.0,386526000.0,,,
December 2020,581511000.0,288150000.0,185275000.0,388519000.0,,,
March 2021,616947000.0,302238000.0,206612000.0,422905000.0,,,
June 2021,611538000.0,306617000.0,206076000.0,503311000.0,,,
September 2021,1022815000.0,399121000.0,317455000.0,75687000.0,,,
December 2021,1037240000.0,426780000.0,297365000.0,280077000.0,,,
March 2022,1026359000.0,420901000.0,305308000.0,783273000.0,,,
June 2022,1149836000.0,431829000.0,326942000.0,748985000.0,,,
