,OperatingExpenses,NetIncomeLoss,Assets
March 2010,253001.0,188109.0,
June 2010,293665.0,212634.0,
September 2010,264047.0,237144.0,
December 2010,,,2423633.0
March 2011,261737.0,207033.0,
June 2011,256857.0,207887.0,2384505.0
September 2011,251871.0,238149.0,2423297.0
December 2011,,,2438861.0
March 2012,277087.0,183033.0,2405235.0
June 2012,331200.3333333333,1208242.0,
September 2012,331200.3333333333,1208242.0,
December 2012,331200.3333333333,1208242.0,2034527.0
March 2013,345005.25,154375.0,
June 2013,345005.25,154375.0,
September 2013,345005.25,154375.0,
December 2013,345005.25,154375.0,1939376.0
