,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2010,100500.0,-89500.0,,
December 2010,100500.0,-89500.0,,
March 2011,832000.0,-93000.0,,
June 2011,,,4910000.0,1187000.0
September 2011,1239000.0,-264000.0,,
December 2011,1226000.0,-321000.0,,
March 2012,1292000.0,-315000.0,4722000.0,1056000.0
June 2012,4818000.0,-1067000.0,23277000.0,2734000.0
September 2012,4966000.0,-661000.0,28977000.0,2395000.0
December 2012,7702000.0,-1141000.0,44125000.0,4644000.0
March 2013,10499000.0,-1531000.0,44879000.0,5516000.0
June 2013,11811000.0,-959000.0,46248000.0,6296000.0
September 2013,12398000.0,-1051000.0,43652000.0,3915000.0
December 2013,12079000.0,-1025000.0,51080000.0,9532000.0
March 2014,10769000.0,-775000.0,47416000.0,6661000.0
