,NetIncomeLoss,Assets,AssetsCurrent
December 2006,-6022.5,,
March 2007,-6022.5,,
June 2007,-6022.5,,
September 2007,-6022.5,,
December 2007,-8081.0,,
March 2008,-8081.0,,
June 2008,-8081.0,,
September 2008,-8081.0,,
December 2008,-7606.25,,
March 2009,-7606.25,,
June 2009,-7606.25,,
September 2009,-7606.25,,
December 2009,-6948.5,,
March 2010,-6948.5,,
June 2010,-9625.0,,
September 2010,-19783.0,,
December 2010,-7746.0,1805.0,1805.0
March 2011,-1809.0,,
June 2011,-2069.0,,
September 2011,-7259.0,511.0,
December 2011,-16746.0,511.0,511.0
March 2012,-6308.0,511.0,511.0
June 2012,-1899.0,511.0,511.0
September 2012,-6661.0,511.0,511.0
December 2012,-6637.0,969.0,969.0
March 2013,-8929.0,969.0,969.0
June 2013,-6043.0,969.0,969.0
September 2013,-16629.0,969.0,969.0
December 2013,-6357.0,458.0,458.0
