,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2008,,404851.5,,
March 2009,,404851.5,,
June 2009,,404851.5,,
September 2009,,404851.5,,
December 2009,555929.0,9226323.0,,
March 2010,555929.0,889266.0,,
June 2010,555929.0,1701473.0,,
September 2010,555929.0,5103897.0,,
December 2010,647500.0,6462553.0,,
March 2011,645212.0,1471317.0,,
June 2011,592478.0,6652296.0,,
September 2011,639640.0,12238839.0,,
December 2011,666979.0,9479539.0,,
March 2012,549222.0,813532.0,,
June 2012,435667.0,-2387429.0,,
September 2012,555766.0,-1316223.0,,
December 2012,771383.0,-1763757.0,,
March 2013,548657.0,2558407.0,,
June 2013,568952.0,6982173.0,,
September 2013,661244.0,6406205.0,,
December 2013,784742.0,18475033.0,,
March 2014,987521.0,22777709.0,,
June 2014,1025631.0,21925756.0,,
September 2014,771258.0,16101039.0,,
December 2014,1055988.0,14902633.0,,
March 2015,695417.0,3967686.0,,
June 2015,739917.0,7356150.0,,
September 2015,916632.0,5720050.0,,
December 2015,998968.0,3417335.0,,
March 2016,896759.0,2404294.0,,
June 2016,648383.0,8346905.0,,
September 2016,1102011.0,6224708.0,,
December 2016,952147.0,10959532.0,,
March 2017,890429.0,4742720.0,,
June 2017,1042348.0,3840574.0,,
September 2017,959486.0,9855998.0,,
December 2017,1048036.0,-1317498.0,,
March 2018,1082114.0,3321205.0,,
June 2018,732383.0,1440371.0,,
September 2018,760739.0,2927221.0,,
December 2018,971396.0,-1179271.0,,
March 2019,977124.0,1228441.0,,
June 2019,928357.0,-1673866.0,,
September 2019,829844.0,-87706.0,,
December 2019,1273962.0,3414218.0,,
March 2020,1022045.0,-7817408.0,,
June 2020,994577.0,2715403.0,,
September 2020,853801.0,7566450.0,,
December 2020,1208217.0,-2992588.0,,
March 2021,1225996.0,777275.0,,
June 2021,1257809.0,10629736.0,,
September 2021,902941.0,16083551.0,,
