,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2013,,55277250.0,-29233250.0,,
December 2013,,55277250.0,-29233250.0,,
March 2014,,55277250.0,-29233250.0,,
June 2014,,55277250.0,-29233250.0,,
September 2014,153976000.0,51401000.0,-37730000.0,,
December 2014,356895000.0,63001000.0,9636000.0,,
March 2015,310440000.0,53786000.0,-11471000.0,,
June 2015,250646000.0,70130000.0,-1119000.0,2148942000.0,168635000.0
September 2015,154958000.0,58368000.0,-1603000.0,3744876000.0,1709720000.0
December 2015,361799000.0,86262000.0,43488000.0,3746103000.0,1740168000.0
March 2016,393264000.0,92352000.0,-60756000.0,3610169000.0,1656785000.0
June 2016,263921000.0,96621000.0,-58419000.0,3543950000.0,1603853000.0
September 2016,214538000.0,77021000.0,-28626000.0,3459671000.0,1481434000.0
December 2016,386899000.0,94260000.0,57726000.0,3552785000.0,1589000000.0
March 2017,379327000.0,100084000.0,-17545000.0,3735695000.0,1413987000.0
June 2017,398044000.0,135586000.0,-84278000.0,3712753000.0,1449729000.0
September 2017,259710000.0,106416000.0,-11107000.0,3660537000.0,1379500000.0
December 2017,462887000.0,120729000.0,189613000.0,3714271000.0,1355268000.0
March 2018,451296000.0,122154000.0,9141000.0,3781181000.0,1414574000.0
June 2018,362145000.0,-58581000.0,-46053000.0,3736173000.0,1415669000.0
September 2018,268920000.0,115321000.0,-32212000.0,3728289000.0,1335456000.0
December 2018,298828000.0,136935000.0,81599000.0,3798509000.0,1515074000.0
March 2019,280608000.0,138949000.0,35271000.0,3918453000.0,1614551000.0
June 2019,124129000.0,137467000.0,-73231000.0,3763551000.0,1413109000.0
September 2019,109174000.0,142645000.0,-79981000.0,3961634000.0,1335759000.0
December 2019,293031000.0,90328000.0,94141000.0,4081555000.0,1405169000.0
March 2020,257006000.0,90045000.0,-118029000.0,4309586000.0,1742086000.0
June 2020,37974000.0,-3343000.0,-78519000.0,1233798000.0,128278000.0
September 2020,,42996000.0,-28417000.0,1219366000.0,96100000.0
December 2020,,48909000.0,-40625000.0,1292117000.0,175480000.0
March 2021,,46803000.0,5468000.0,1304440000.0,202364000.0
June 2021,,67992000.0,49620000.0,1309939000.0,185246000.0
September 2021,,43728000.0,-16405000.0,1327936000.0,165951000.0
December 2021,,59600000.0,15845000.0,1349421000.0,218555000.0
March 2022,,68902000.0,24503000.0,1363773000.0,264069000.0
June 2022,,57438000.0,27188000.0,1301966000.0,205269000.0
