,NetIncomeLoss,Assets,AssetsCurrent
March 2009,275933.0,,
June 2009,275933.0,,
September 2009,275933.0,,
December 2009,275933.0,,
March 2010,-1485134.0,,
June 2010,767484.0,,
September 2010,-1945873.0,,
December 2010,2917972.0,21281226.0,16605418.0
March 2011,-1510911.0,,
June 2011,43253.0,24372716.0,19826390.0
September 2011,-2830663.0,27964759.0,23656867.0
December 2011,2983683.0,23854095.0,19688537.0
March 2012,-1235266.0,23465713.0,19463222.0
June 2012,81153.0,23882431.0,19978157.0
September 2012,-2163455.0,28493859.0,24416584.0
December 2012,1781138.0,23322786.0,20018588.0
March 2013,-1954300.0,24178360.0,21123103.0
