,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2012,56468750.0,-115109000.0,2524493000.0,176165000.0
June 2012,56468750.0,72265000.0,2614612000.0,279846000.0
September 2012,56468750.0,253025000.0,2789449000.0,481883000.0
December 2012,56468750.0,155754000.0,3056391000.0,763474000.0
March 2013,39698000.0,-62527000.0,2654195000.0,362276000.0
June 2013,60241000.0,47361000.0,2773967000.0,482771000.0
September 2013,52648000.0,120403000.0,2746331000.0,476550000.0
December 2013,36631000.0,13315000.0,2607814000.0,353858000.0
March 2014,34334000.0,-70326000.0,2535661000.0,267532000.0
June 2014,60160000.0,66306000.0,2728839000.0,450022000.0
September 2014,126662000.0,105034000.0,2748769000.0,491901000.0
December 2014,89799000.0,-34117000.0,2534919000.0,300924000.0
March 2015,54587000.0,-70326000.0,2480428000.0,244848000.0
June 2015,55402000.0,65532000.0,2698296000.0,448052000.0
September 2015,61895000.0,157300000.0,2720459000.0,483610000.0
December 2015,62926000.0,1868000.0,2428440000.0,227977000.0
March 2016,36263000.0,-46935000.0,2393355000.0,171917000.0
June 2016,58711000.0,52026000.0,2590293000.0,360594000.0
September 2016,134132000.0,102482000.0,2648792000.0,432548000.0
December 2016,62688000.0,1868000.0,2487672000.0,278791000.0
March 2017,46915000.0,-57548000.0,2429379000.0,184697000.0
June 2017,38118000.0,52026000.0,2543687000.0,279162000.0
September 2017,11629000.0,181325000.0,2528288000.0,275012000.0
December 2017,61836000.0,98013000.0,2456676000.0,221072000.0
March 2018,40938000.0,-62345000.0,2443991000.0,189182000.0
June 2018,68786000.0,74502000.0,2610392000.0,312960000.0
September 2018,65783000.0,184417000.0,2633435000.0,343408000.0
December 2018,-43339000.0,79422000.0,2517328000.0,241929000.0
March 2019,40110000.0,-69132000.0,2724907000.0,222616000.0
June 2019,59723000.0,79519000.0,2938066000.0,410053000.0
September 2019,55144000.0,179833000.0,3020703000.0,508385000.0
December 2019,44217000.0,-11155000.0,2882540000.0,376240000.0
March 2020,36190000.0,-84546000.0,2720549000.0,216262000.0
June 2020,36820000.0,-136894000.0,2968934000.0,463175000.0
September 2020,41568000.0,-116172000.0,2864972000.0,381565000.0
December 2020,32717000.0,-85768000.0,2772691000.0,306740000.0
March 2021,36126000.0,-95839000.0,2673965000.0,217548000.0
June 2021,50205000.0,70520000.0,2928399000.0,479865000.0
September 2021,64356000.0,157241000.0,3054934000.0,622143000.0
December 2021,60694000.0,-1999000.0,2968590000.0,516035000.0
March 2022,39332000.0,-65662000.0,2884032000.0,433279000.0
June 2022,53573000.0,45392000.0,2713793000.0,262796000.0
