,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2015,,691500.0,892250.0,-1472250.0,,
June 2015,,691500.0,892250.0,-1472250.0,,
September 2015,,691500.0,892250.0,-1472250.0,,
December 2015,,691500.0,892250.0,-1472250.0,,
March 2016,,1370000.0,1197000.0,-2569000.0,,
June 2016,,1306000.0,1202000.0,-2457000.0,,
September 2016,,1236000.0,1354000.0,-2507000.0,,
December 2016,,1726000.0,2917000.0,-4553000.0,16623000.0,5465000.0
March 2017,6574250.0,1266000.0,1578000.0,-2832000.0,,
June 2017,6574250.0,1453000.0,2010000.0,-3395000.0,16937000.0,5323000.0
September 2017,6574250.0,6438000.0,6553000.0,-12904000.0,75573000.0,63062000.0
December 2017,6574250.0,2351000.0,4600000.0,-6849000.0,72167000.0,57457000.0
March 2018,4307000.0,1093000.0,3214000.0,-4370000.0,71867000.0,52830000.0
June 2018,7688000.0,3093000.0,4595000.0,-7576000.0,128841000.0,107197000.0
September 2018,7726000.0,3440000.0,3311000.0,-7483000.0,124625000.0,102979000.0
December 2018,8630000.0,2220000.0,7385000.0,-8468000.0,118791000.0,95522000.0
March 2019,7646000.0,2044000.0,5241000.0,-7375000.0,110671000.0,87023000.0
June 2019,9597000.0,2738000.0,6234000.0,-9403000.0,,
September 2019,10132000.0,3579000.0,6248000.0,-10669000.0,96410000.0,71668000.0
December 2019,10314000.0,3852000.0,,-12165000.0,88098000.0,63522000.0
March 2020,9149000.0,2787000.0,6298000.0,-11063000.0,76421000.0,52033000.0
June 2020,8034000.0,2825000.0,5167000.0,-10902000.0,67961000.0,43831000.0
September 2020,7332000.0,2204000.0,4523000.0,-9476000.0,62478000.0,38267000.0
December 2020,8041000.0,3266000.0,,-13395000.0,63327000.0,39590000.0
March 2021,7338000.0,3050000.0,4258000.0,-10028000.0,52428000.0,29057000.0
June 2021,6337000.0,2844000.0,3478000.0,-4807000.0,47776000.0,24973000.0
September 2021,6438000.0,2579000.0,3859000.0,-7307000.0,39521000.0,17252000.0
December 2021,6649000.0,2862000.0,,-7057000.0,37194000.0,15181000.0
March 2022,6121000.0,2941000.0,3180000.0,-5619000.0,38345000.0,18973000.0
June 2022,6806000.0,3250000.0,3556000.0,-2485000.0,32017000.0,12863000.0
