,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2009,25990000.0,10374000.0,14094500.0,3095250.0,,
December 2009,25990000.0,10374000.0,14094500.0,3095250.0,,
March 2010,25990000.0,10374000.0,14094500.0,3095250.0,,
June 2010,25990000.0,10374000.0,14094500.0,3095250.0,,
September 2010,29792000.0,13711000.0,14813000.0,356000.0,,
December 2010,34117000.0,15696000.0,15149000.0,-213000.0,,
March 2011,35052000.0,17220000.0,16087000.0,-9827000.0,,
June 2011,58285000.0,18865000.0,16718000.0,-36741000.0,375174000.0,264921000.0
September 2011,34222000.0,17667000.0,17534000.0,-10176000.0,359580000.0,246323000.0
December 2011,44516000.0,17024000.0,14425000.0,-30828000.0,314582000.0,209189000.0
March 2012,29618000.0,15045000.0,14889000.0,-17162000.0,317943000.0,217545000.0
June 2012,25441000.0,-6202000.0,2642000.0,-3931000.0,328306000.0,228066000.0
September 2012,55872000.0,20527000.0,21603000.0,-25108000.0,572879000.0,384972000.0
December 2012,28226000.0,20714000.0,19927000.0,-12223000.0,568937000.0,392079000.0
March 2013,30836000.0,25237000.0,22465000.0,-40006000.0,494470000.0,349266000.0
June 2013,47627000.0,12788000.0,14623000.0,-47376000.0,449894000.0,363188000.0
September 2013,42790000.0,18087000.0,20950000.0,33278000.0,435867000.0,349660000.0
December 2013,42184000.0,16424000.0,18557000.0,31491000.0,448146000.0,368793000.0
March 2014,33564000.0,14624000.0,17437000.0,-22921000.0,403733000.0,338314000.0
June 2014,36240000.0,15083000.0,13993000.0,-24029000.0,365685000.0,303369000.0
September 2014,31872000.0,13913000.0,15414000.0,-20354000.0,349280000.0,299006000.0
December 2014,17572000.0,11721000.0,13646000.0,-12283000.0,297412000.0,249717000.0
March 2015,26082000.0,11732000.0,12048000.0,-10186000.0,342270000.0,295018000.0
June 2015,26683000.0,9053000.0,15148000.0,-13869000.0,325884000.0,279018000.0
September 2015,24649000.0,10945000.0,13208000.0,-3510000.0,320111000.0,273780000.0
December 2015,24076000.0,11075000.0,12791000.0,157000.0,334890000.0,284646000.0
March 2016,24477000.0,11379000.0,13055000.0,89000.0,343376000.0,285025000.0
June 2016,27374000.0,12668000.0,14403000.0,11844000.0,359049000.0,290175000.0
September 2016,28417000.0,13107000.0,14792000.0,3351000.0,514526000.0,434015000.0
December 2016,27362000.0,13758000.0,13355000.0,30267000.0,551220000.0,466468000.0
March 2017,29048000.0,14479000.0,14736000.0,38214000.0,609324000.0,505551000.0
June 2017,31444000.0,15750000.0,15578000.0,56027000.0,665149000.0,521770000.0
September 2017,31475000.0,16435000.0,14866000.0,26489000.0,704260000.0,554097000.0
December 2017,32573000.0,15358000.0,16892000.0,18737000.0,707671000.0,551206000.0
March 2018,35633000.0,16412000.0,16002000.0,10807000.0,718063000.0,558876000.0
June 2018,35898000.0,16293000.0,16729000.0,6420000.0,720799000.0,565463000.0
September 2018,34170000.0,16162000.0,16389000.0,10229000.0,727040000.0,576594000.0
