,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2016,12795500.0,6109500.0,-3435750.0,,
June 2016,12795500.0,6109500.0,-3435750.0,,
September 2016,12795500.0,6109500.0,-3435750.0,,
December 2016,12795500.0,6109500.0,-3435750.0,,
March 2017,16450000.0,7984000.0,24000.0,,
June 2017,19320000.0,8613000.0,-2152000.0,,
September 2017,22609000.0,8289000.0,6014000.0,,
December 2017,27124000.0,9797000.0,2663000.0,269820000.0,243758000.0
March 2018,34672000.0,12025000.0,-5363000.0,,
June 2018,44459000.0,13804000.0,-17822000.0,276066000.0,241014000.0
September 2018,43123000.0,16100000.0,-6776000.0,543211000.0,474561000.0
December 2018,44594000.0,16865000.0,-39073000.0,595946000.0,515474000.0
March 2019,43824000.0,18161000.0,-41284000.0,480374000.0,394418000.0
June 2019,43736000.0,17594000.0,-33692000.0,415462000.0,326315000.0
September 2019,41557000.0,16701000.0,-30590000.0,426995000.0,343714000.0
December 2019,-8092000.0,16928000.0,19615000.0,542712000.0,469569000.0
March 2020,44852000.0,15243000.0,-39326000.0,410176000.0,341554000.0
June 2020,35824000.0,14192000.0,-29256000.0,389957000.0,327682000.0
September 2020,39370000.0,15436000.0,-17459000.0,388899000.0,329397000.0
December 2020,40207000.0,15266000.0,-15210000.0,413968000.0,356548000.0
March 2021,37279000.0,14791000.0,-10719000.0,347194000.0,291911000.0
June 2021,51990000.0,16251000.0,-23320000.0,330781000.0,285595000.0
September 2021,39958000.0,14377000.0,-15198000.0,333326000.0,288097000.0
December 2021,38946000.0,13644000.0,-6792000.0,347490000.0,303622000.0
March 2022,42247000.0,16379000.0,-8479000.0,311790000.0,269648000.0
June 2022,45082000.0,17402000.0,-11557000.0,299678000.0,257354000.0
