,OperatingExpenses,Assets,AssetsCurrent
March 2010,,,
June 2010,,,
September 2010,,,
December 2010,,4446510000.0,1369565000.0
March 2011,,4399316000.0,
June 2011,,4339741000.0,1325001000.0
September 2011,,4336814000.0,1329841000.0
December 2011,,4281908000.0,1280464000.0
March 2012,,4265657000.0,1300010000.0
June 2012,,4238810000.0,1323755000.0
September 2012,,4248851000.0,1392442000.0
December 2012,,4254637000.0,1434040000.0
March 2013,,4220386000.0,1413124000.0
June 2013,,4240070000.0,1436092000.0
September 2013,,4265394000.0,1479602000.0
December 2013,,4233219000.0,1464437000.0
March 2014,,4202027000.0,1409765000.0
June 2014,,4279841000.0,1315720000.0
September 2014,,4397632000.0,1337093000.0
December 2014,,4388818000.0,1291003000.0
March 2015,,4613508000.0,1284675000.0
June 2015,,4838554000.0,1331085000.0
September 2015,,4902906000.0,1358385000.0
December 2015,,4802886000.0,1017570000.0
March 2016,,4813058000.0,984691000.0
June 2016,,4882051000.0,1028018000.0
September 2016,,5299764000.0,1124837000.0
December 2016,,5137251000.0,917792000.0
March 2017,,5128356000.0,916586000.0
June 2017,,5360613000.0,947009000.0
September 2017,,5373995000.0,994132000.0
December 2017,,5458279000.0,995133000.0
March 2018,,5600187000.0,952623000.0
June 2018,,5913093000.0,975225000.0
September 2018,,6184860000.0,1052072000.0
December 2018,,6313212000.0,1020794000.0
March 2019,614926250.0,6544532000.0,781394000.0
June 2019,614926250.0,6580019000.0,779931000.0
September 2019,614926250.0,6597659000.0,810389000.0
December 2019,614926250.0,6657129000.0,760346000.0
March 2020,509029000.0,6661411000.0,768968000.0
June 2020,509029000.0,6773383000.0,945849000.0
September 2020,382940000.0,6758594000.0,977278000.0
December 2020,617306000.0,6887622000.0,982802000.0
March 2021,453713000.0,6894685000.0,998781000.0
June 2021,541967000.0,6991763000.0,1130833000.0
September 2021,697733000.0,6940502000.0,1096667000.0
December 2021,744211000.0,7125947000.0,1068593000.0
March 2022,683104000.0,7148958000.0,1071969000.0
June 2022,710483000.0,7336647000.0,1216884000.0
