,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,3883250.0,697000.0,535000.0,,,
June 2009,3883250.0,697000.0,535000.0,,,
September 2009,3883250.0,697000.0,535000.0,,,
December 2009,3883250.0,697000.0,535000.0,,,
March 2010,4207000.0,745000.0,629000.0,,,
June 2010,4357000.0,799000.0,1145000.0,,,
September 2010,3926000.0,717000.0,1052000.0,,,
December 2010,4197000.0,739000.0,1078000.0,43621000.0,37052000.0,6569000.0
March 2011,4144000.0,769000.0,1825000.0,,,
June 2011,4453000.0,815000.0,1442000.0,42895000.0,36264000.0,6631000.0
September 2011,4225000.0,848000.0,839000.0,45090000.0,35358000.0,9732000.0
December 2011,4815000.0,986000.0,570000.0,42740000.0,33054000.0,9686000.0
March 2012,4868000.0,1213000.0,1208000.0,44253000.0,34744000.0,9509000.0
June 2012,5063000.0,952000.0,508000.0,42189000.0,32826000.0,9363000.0
September 2012,5636000.0,1087000.0,23000.0,41101000.0,31832000.0,9269000.0
December 2012,4813000.0,987000.0,1882000.0,45228000.0,35699000.0,9529000.0
March 2013,5031000.0,1012000.0,1160000.0,42016000.0,32667000.0,9349000.0
June 2013,4645000.0,995000.0,1215000.0,44395000.0,35364000.0,9031000.0
September 2013,5291000.0,1041000.0,1451000.0,41911000.0,33189000.0,8722000.0
December 2013,3508000.0,1017000.0,1109000.0,40408000.0,32221000.0,8187000.0
March 2014,5095000.0,1230000.0,394000.0,40330000.0,32209000.0,8121000.0
June 2014,5443000.0,1151000.0,1388000.0,,,
September 2014,5229000.0,1053000.0,50000.0,38522000.0,30886000.0,7636000.0
December 2014,9716000.0,868000.0,-3040000.0,35491000.0,27997000.0,7494000.0
March 2015,6275000.0,868000.0,144000.0,36728000.0,29405000.0,7323000.0
June 2015,4956000.0,860000.0,1388000.0,34454000.0,27293000.0,7161000.0
September 2015,4726000.0,766000.0,883000.0,34240000.0,27154000.0,7086000.0
December 2015,4553000.0,1105000.0,1356000.0,32569000.0,25312000.0,7257000.0
March 2016,4946000.0,1236000.0,625000.0,31893000.0,24671000.0,7222000.0
June 2016,4883000.0,1089000.0,753000.0,31422000.0,24385000.0,7037000.0
September 2016,4678000.0,1133000.0,883000.0,31942000.0,24909000.0,7033000.0
December 2016,4092000.0,967000.0,1356000.0,32042000.0,23167000.0,8875000.0
March 2017,4677000.0,993000.0,943000.0,30996000.0,22236000.0,8760000.0
June 2017,5124000.0,1020000.0,867000.0,31474000.0,22686000.0,8788000.0
September 2017,4928000.0,1147000.0,1813000.0,32636000.0,23861000.0,8775000.0
December 2017,5119000.0,1143000.0,-412000.0,33950000.0,26361000.0,7589000.0
March 2018,5006000.0,1221000.0,680000.0,30875000.0,23130000.0,7745000.0
June 2018,5373000.0,1183000.0,1210000.0,33847000.0,26048000.0,7799000.0
September 2018,4792000.0,1106000.0,2574000.0,37078000.0,29070000.0,8008000.0
December 2018,4813000.0,1066000.0,962000.0,34956000.0,27037000.0,7919000.0
March 2019,5309000.0,1165000.0,746000.0,36474000.0,24945000.0,11529000.0
June 2019,5395000.0,1115000.0,186000.0,37938000.0,26609000.0,11329000.0
September 2019,5234000.0,1048000.0,384000.0,36815000.0,25309000.0,11506000.0
December 2019,5654000.0,1065000.0,-800000.0,36061000.0,24915000.0,11146000.0
March 2020,6213000.0,1385000.0,-992000.0,35787000.0,20986000.0,14801000.0
June 2020,5028000.0,1367000.0,-1853000.0,34974000.0,19473000.0,15501000.0
September 2020,4828000.0,1445000.0,-867000.0,35489000.0,19769000.0,15720000.0
December 2020,5033000.0,1506000.0,-1918000.0,42247000.0,28175000.0,14072000.0
March 2021,5855000.0,1803000.0,-2206000.0,39363000.0,26762000.0,12601000.0
June 2021,6080000.0,1804000.0,-2114000.0,38415000.0,25798000.0,12617000.0
September 2021,5921000.0,1876000.0,910000.0,48349000.0,35229000.0,13120000.0
December 2021,6903000.0,1992000.0,-735000.0,50941000.0,37145000.0,13796000.0
March 2022,8170000.0,2283000.0,-4013000.0,46283000.0,31145000.0,15138000.0
June 2022,8388000.0,2172000.0,-2376000.0,45543000.0,29273000.0,16270000.0
