,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2003,6386.111111111111,-2222.6666666666665,,
September 2003,6386.111111111111,-2222.6666666666665,,
December 2003,6386.111111111111,-2222.6666666666665,,
March 2004,6386.111111111111,-2720.0,,
June 2004,6386.111111111111,-2720.0,,
September 2004,6386.111111111111,-2720.0,,
December 2004,6386.111111111111,-2720.0,,
March 2005,6386.111111111111,-2186.5,,
June 2005,6386.111111111111,-2186.5,,
September 2005,6386.111111111111,-2186.5,,
December 2005,6386.111111111111,-2186.5,,
March 2006,6386.111111111111,-3279.25,,
June 2006,6386.111111111111,-3279.25,,
September 2006,6386.111111111111,-3279.25,,
December 2006,6386.111111111111,-3279.25,,
March 2007,6386.111111111111,-5438.75,,
June 2007,6386.111111111111,-5438.75,,
September 2007,6386.111111111111,-5438.75,,
December 2007,6386.111111111111,-5438.75,,
March 2008,6386.111111111111,-14542.75,,
June 2008,6386.111111111111,-14542.75,,
September 2008,6386.111111111111,-14542.75,,
December 2008,6386.111111111111,-14542.75,,
March 2009,6386.111111111111,-15118.75,,
June 2009,6386.111111111111,-15118.75,,
September 2009,6386.111111111111,-15118.75,,
December 2009,6386.111111111111,-15118.75,,
March 2010,15674.5,-20712000.0,,
June 2010,15674.5,-14628000.0,,
September 2010,12687.0,17637503.0,,
December 2010,12178.0,17637503.0,,0.0
March 2011,18731.0,-21417.0,,
June 2011,12466.0,-15433.0,,0.0
September 2011,14745.0,-17899.0,,
December 2011,14556.0,-17927.0,,
March 2012,17601.0,-21157.0,,
June 2012,14005.0,-17791.0,,
September 2012,14428.0,-18496.0,,
December 2012,13289.0,-17556.0,,
March 2013,16404.0,-20888.0,,
June 2013,13028.0,-17889.0,,
September 2013,15036.0,-19932.0,,
December 2013,13393.0,-18484.0,0.0,
March 2014,16375.0,-21691.0,,
June 2014,14472.0,-19986.0,0.0,
September 2014,13396.0,-19164.0,0.0,
December 2014,13651.0,-19638.0,0.0,
March 2015,17358.0,-23452.0,0.0,
June 2015,13841.666666666666,-20060.0,0.0,
September 2015,13841.666666666666,-21319.0,0.0,
December 2015,13841.666666666666,-20032.0,0.0,
March 2016,16037.0,-23035.0,0.0,
June 2016,14560.0,-23335.0,0.0,
September 2016,14560.0,-21282.0,0.0,
December 2016,14560.0,-21555.0,0.0,
March 2017,17127.0,-24862.0,0.0,
June 2017,13286.333333333334,-20538.0,0.0,
September 2017,13286.333333333334,-21156.0,0.0,
December 2017,13286.333333333334,-23269.0,0.0,
March 2018,14699.25,-27571.0,0.0,
June 2018,14699.25,-21376.0,0.0,
September 2018,14699.25,-22022.0,0.0,
December 2018,14699.25,-23085.0,0.0,
March 2019,15013.75,-23618.0,0.0,
June 2019,15013.75,-22216.0,0.0,
September 2019,15013.75,-22405.0,0.0,
December 2019,15013.75,-31133.0,0.0,
March 2020,14926.0,-25374.0,,
June 2020,17436.333333333332,-23363.0,,
September 2020,17436.333333333332,-26080.0,0.0,
December 2020,17436.333333333332,-35303.0,0.0,
March 2021,12686.0,-23757.0,0.0,
June 2021,10479.666666666666,-26727.0,0.0,
September 2021,10479.666666666666,-15883.0,,
December 2021,10479.666666666666,-23654.0,,
