,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2018,1304000.0,-3197000.0,,
June 2018,3207000.0,-3944000.0,,
September 2018,4599000.0,-5199000.0,,
December 2018,5017000.0,-6747000.0,72880000.0,63577000.0
March 2019,8411000.0,-9945000.0,,
June 2019,11955000.0,-15103000.0,216078000.0,206348000.0
September 2019,16836000.0,-20299000.0,203429000.0,190499000.0
December 2019,11596000.0,-17841000.0,187102000.0,174461000.0
March 2020,11417000.0,-18575000.0,168804000.0,154489000.0
June 2020,12943000.0,-22100000.0,150691000.0,122143000.0
September 2020,12321000.0,-18587000.0,134115000.0,96326000.0
