,OperatingExpenses,NetIncomeLoss,Assets
March 2019,150740000.0,-23499000.0,
June 2019,150740000.0,-23499000.0,
September 2019,211943000.0,8496000.0,
December 2019,193636000.0,44079000.0,2607413000.0
March 2020,187367000.0,-12986000.0,
June 2020,271476000.0,122975000.0,
September 2020,317235000.0,182086000.0,4397143000.0
December 2020,351899000.0,78502000.0,4818087000.0
March 2021,312578000.0,160604000.0,4877917000.0
June 2021,280185000.0,8938000.0,4393376000.0
September 2021,315497000.0,72096000.0,4484332000.0
December 2021,281119000.0,42135000.0,4383204000.0
March 2022,203603000.0,207958000.0,3633518000.0
June 2022,209140000.0,58272000.0,3600959000.0
